gut_id,title,authors,languages,downloads,subjects,gutenberg_epub_url
59195,Index of the Project Gutenberg Works of Leon Tolstoy,"Tolstoy, Leo, graf",en,1741,Indexes,https://www.gutenberg.org/ebooks/59195.epub3.images
32338,Toilers of the sea,"Hugo, Victor",en,1740,Channel Islands -- Fiction; Fishers -- Fiction; French fiction -- Translations into English; Guernsey (Channel Islands) -- Fiction; Sailors -- Fiction,https://www.gutenberg.org/ebooks/32338.epub3.images
4368,Flappers and Philosophers,"Fitzgerald, F. Scott (Francis Scott)",en,1739,"Fiction; Short stories, American",https://www.gutenberg.org/ebooks/4368.epub3.images
34114,"Soap-Making Manual: A Practical Handbook on the Raw Materials, Their Manipulation, Analysis and Control in the Modern Soap Plant.","Thomssen, Edgar George",en,1739,Soap,https://www.gutenberg.org/ebooks/34114.epub3.images
2396,History of the Catholic Church from the Renaissance to the French Revolution — Volume 1,"MacCaffrey, James",en,1738,"Catholic Church -- History -- Modern period, 1500-",https://www.gutenberg.org/ebooks/2396.epub3.images
29778,"The Last Voyage: To India and Australia, in the 'Sunbeam'","Brassey, Annie",en,1735,Sunbeam (Yacht); Voyages around the world,https://www.gutenberg.org/ebooks/29778.epub3.images
1728,The Odyssey of Homer,Homer,en,1734,"Epic poetry, Greek -- Translations into English; Homer -- Translations into English; Odysseus, King of Ithaca (Mythological character)",https://www.gutenberg.org/ebooks/1728.epub3.images
45280,"The Wonderful ""One-Hoss-Shay"", and Other Poems","Holmes, Oliver Wendell",en,1734,American poetry -- 19th century,https://www.gutenberg.org/ebooks/45280.epub3.images
63207,The Boy Electrician,"Morgan, Alfred Powell",en,1734,Electrical engineering -- Juvenile literature,https://www.gutenberg.org/ebooks/63207.epub3.images
2149,The Works of Edgar Allan Poe — Volume 3,"Poe, Edgar Allan",en,1732,"American fiction -- 19th century; Fantasy fiction; Horror tales, American",https://www.gutenberg.org/ebooks/2149.epub3.images
2759,The Man in the Iron Mask,"Dumas, Alexandre",en,1731,"Adventure and adventurers -- Fiction; France -- History -- Louis XIV, 1643-1715 -- Fiction; Historical fiction; Man in the Iron Mask -- Fiction; Romances; Swordsmen -- Fiction",https://www.gutenberg.org/ebooks/2759.epub3.images
22566,Dorothy and the Wizard in Oz,"Baum, L. Frank (Lyman Frank)",en,1730,"Cats -- Juvenile fiction; Cousins -- Juvenile fiction; Dragons -- Juvenile fiction; Earthquakes -- Juvenile fiction; Fantasy literature; Friendship -- Juvenile fiction; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Kittens -- Juvenile fiction; Magic -- Juvenile fiction; Mountains -- Juvenile fiction; Nephews -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction",https://www.gutenberg.org/ebooks/22566.epub3.images
45769,"The Tatler, Volume 2","Steele, Richard, Sir, Addison, Joseph",en,1728,English essays -- 18th century -- Periodicals; English wit and humor -- Periodicals; Great Britain -- Politics and government -- 1702-1714 -- Periodicals,https://www.gutenberg.org/ebooks/45769.epub3.images
8998,"Paris as It Was and as It Is: A Sketch Of The French Capital, Illustrative Of The Effects Of The Revolution","Blagdon, Francis William",en,1725,Paris (France) -- Description and travel,https://www.gutenberg.org/ebooks/8998.epub3.images
31885,Bible Myths and their Parallels in other Religions: Being a Comparison of the Old and New Testament Myths and Miracles with those of the Heathen Nations of Antiquity Considering also their Origin and Meaning,"Doane, T. W. (Thomas William)",en,1725,"Bible -- Criticism, interpretation, etc.; Mythology",https://www.gutenberg.org/ebooks/31885.epub3.images
59058,Aristotle's History of Animals: In Ten Books,Aristotle,en,1725,Zoology -- Pre-Linnaean works,https://www.gutenberg.org/ebooks/59058.epub3.images
27432,The Fifth Queen Crowned,"Ford, Ford Madox",en,1724,"Catharine Howard, Queen, consort of Henry VIII, King of England, -1542 -- Fiction",https://www.gutenberg.org/ebooks/27432.epub3.images
60047,Wandering in Northern China,Unknown,en,1719,China -- Description and travel,https://www.gutenberg.org/ebooks/60047.epub3.images
7193,"The Adventures of Tom Sawyer, Part 1.","Twain, Mark",en,1716,"Adventure stories; Bildungsromans; Boys -- Fiction; Child witnesses -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River Valley -- Fiction; Missouri -- Fiction; Runaway children -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/7193.epub3.images
22749,From Edinburgh to India & Burmah,"Burn Murdoch, W. G. (William Gordon)",en,1716,Burma -- Description and travel; India -- Description and travel,https://www.gutenberg.org/ebooks/22749.epub3.images
39440,Sacred Hymns from the German: Translated by Frances Elizabeth Cox,Unknown,en,1714,"Hymns, German; Hymns, German -- Translations into English",https://www.gutenberg.org/ebooks/39440.epub3.images
29868,Love and Lucy,"Hewlett, Maurice",en,1713,Fiction,https://www.gutenberg.org/ebooks/29868.epub3.images
59254,The Inimitable Jeeves,"Wodehouse, P. G. (Pelham Grenville)",en,1713,"England -- Social life and customs -- Fiction; Humorous stories; Jeeves (Fictitious character) -- Fiction; Single men -- Fiction; Upper class -- England -- Fiction; Valets -- Fiction; Wooster, Bertie (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/59254.epub3.images
50630,"My Memoirs, Vol. IV, 1830 to 1831","Dumas, Alexandre",en,1708,"Dumas, Alexandre, 1802-1870",https://www.gutenberg.org/ebooks/50630.epub3.images
30637,"Writings in the United Amateur, 1915-1922","Lovecraft, H. P. (Howard Phillips)",en,1707,Essays; Literature -- History and criticism; Periodicals,https://www.gutenberg.org/ebooks/30637.epub3.images
4923,King Midas: a Romance,"Sinclair, Upton",en,1706,Fiction,https://www.gutenberg.org/ebooks/4923.epub3.images
27988,Museum of Antiquity: A Description of Ancient Life,"Yaggy, L. W. (Levi W.), Haines, T. L. (Thomas Louis)",en,1705,"Civilization, Ancient; Classical antiquities",https://www.gutenberg.org/ebooks/27988.epub3.images
39442,"A Study of the Bhâgavata Purâna; or, Esoteric Hinduism",Unknown,en,1705,Puranas. Bhagavatapurana. English,https://www.gutenberg.org/ebooks/39442.epub3.images
27035,Entretiens / Interviews / Entrevistas,"Lebert, Marie","en,es,fr",1704,Internet; World Wide Web,https://www.gutenberg.org/ebooks/27035.epub3.images
55124,The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to England. Volume 6 (of 6): Mémoires d'outre-tombe volume 6,"Chateaubriand, François-René, vicomte de",en,1700,"Chateaubriand, François-René, vicomte de, 1768-1848",https://www.gutenberg.org/ebooks/55124.epub3.images
5716,Memoirs (Vieux Souvenirs) of the Prince de Joinville,"Joinville, François-Ferdinand-Philippe-Louis-Marie d'Orléans, prince de",en,1699,"France -- History -- Louis Philippe, 1830-1848; France -- History -- Restoration, 1814-1830; Joinville, François-Ferdinand-Philippe-Louis-Marie d'Orléans, prince de, 1818-1900",https://www.gutenberg.org/ebooks/5716.epub3.images
50212,Dionysius of Halicarnassus On Literary Composition: Being the Greek Text of the De Compositione Verborum,"Dionysius, of Halicarnassus","en,grc",1698,Rhetoric -- Early works to 1800,https://www.gutenberg.org/ebooks/50212.epub3.images
47364,Rustic Speech and Folk-Lore,"Wright, Elizabeth Mary",en,1696,English language -- Dialects -- England; Folklore -- England,https://www.gutenberg.org/ebooks/47364.epub3.images
2776,The Four Million,"Henry, O.",en,1692,"New York (N.Y.) -- Social life and customs -- Fiction; Short stories, American",https://www.gutenberg.org/ebooks/2776.epub3.images
9842,Y Gododin: A Poem of the Battle of Cattraeth,Aneirin,"cy,en",1691,"Cattraeth, Battle of, Catterick, England, ca. 600 -- Poetry",https://www.gutenberg.org/ebooks/9842.epub3.images
77804,"The man who married the moon, and other Pueblo Indian folk-stories","Lummis, Charles Fletcher",en,1690,Pueblo Indians -- Folklore,https://www.gutenberg.org/ebooks/77804.epub3.images
17028,Eastern Standard Tribe,"Doctorow, Cory",en,1688,Americans -- Europe -- Fiction; Bildungsromans; Business consultants -- Fiction; Conspiracies -- Fiction; Europe -- Fiction; Science fiction; Secret societies -- Fiction; Sleep-wake cycle -- Fiction; Time -- Systems and standards -- Fiction; Young men -- Fiction,https://www.gutenberg.org/ebooks/17028.epub3.images
2302,Poor Folk,"Dostoyevsky, Fyodor",en,1686,Friendship -- Fiction; Poor -- Fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction,https://www.gutenberg.org/ebooks/2302.epub3.images
4094,The Chinese Classics — Volume 1: Confucian Analects,"Legge, James","en,zh",1686,China -- History; China -- Maps; Chinese literature; Chinese literature -- Translations into English,https://www.gutenberg.org/ebooks/4094.epub3.images
59794,"The World Crisis, Volume 1 (of 6)","Churchill, Winston",en,1685,"World War, 1914-1918; World War, 1914-1918 -- Great Britain",https://www.gutenberg.org/ebooks/59794.epub3.images
49678,"My Memoirs, Vol. I, 1802 to 1821","Dumas, Alexandre",en,1684,"Dumas, Alexandre, 1802-1870",https://www.gutenberg.org/ebooks/49678.epub3.images
10643,The World's Greatest Books — Volume 02 — Fiction,Unknown,en,1683,Fiction,https://www.gutenberg.org/ebooks/10643.epub3.images
25063,The Beggar's Opera; to Which is Prefixed the Musick to Each Song,"Gay, John",en,1681,Ballad operas -- Librettos,https://www.gutenberg.org/ebooks/25063.epub3.images
25020,Humanistic Nursing,"Paterson, Josephine G., Zderad, Loretta T.",en,1680,Nursing; Nursing -- Philosophy,https://www.gutenberg.org/ebooks/25020.epub3.images
820,Edison: His Life and Inventions,"Dyer, Frank Lewis, Martin, Thomas Commerford",en,1676,"Edison, Thomas A. (Thomas Alva), 1847-1931; Inventors -- United States -- Biography",https://www.gutenberg.org/ebooks/820.epub3.images
31043,Letters from China and Japan,"Dewey, John, Dewey, Alice Chipman",en,1676,China -- Description and travel; China -- Social life and customs; Japan -- Description and travel; Japan -- Social life and customs,https://www.gutenberg.org/ebooks/31043.epub3.images
2055,Two Years Before the Mast,"Dana, Richard Henry",en,1675,"Dana, Richard Henry, 1815-1882; Sailors; Seafaring life; Voyages and travels",https://www.gutenberg.org/ebooks/2055.epub3.images
43865,"The Old Inns of Old England, Volume 1 (of 2): A Picturesque Account of the Ancient and Storied Hostelries of Our Own Country","Harper, Charles G. (Charles George)",en,1675,England -- Social life and customs; Hotels -- England,https://www.gutenberg.org/ebooks/43865.epub3.images
57359,"The Logic of Chance, 3rd edition: An Essay on the Foundations and Province of the Theory of Probability, With Especial Reference to Its Logical Bearings and Its Application to Moral and Social Science and to Statistics","Venn, John",en,1675,"Chance; Logic, Symbolic and mathematical; Probabilities; Science -- Methodology",https://www.gutenberg.org/ebooks/57359.epub3.images
47363,The Life of James McNeill Whistler,"Pennell, Elizabeth Robins, Pennell, Joseph",en,1673,"Whistler, James McNeill, 1834-1903",https://www.gutenberg.org/ebooks/47363.epub3.images
1289,Three Ghost Stories,"Dickens, Charles",en,1670,English fiction; Ghost stories,https://www.gutenberg.org/ebooks/1289.epub3.images
43044,"George Eliot's Life, as Related in Her Letters and Journals. Vol. 2 (of 3)","Eliot, George",en,1670,"Eliot, George, 1819-1880 -- Correspondence; Eliot, George, 1819-1880 -- Diaries; Novelists, English -- 19th century -- Correspondence; Novelists, English -- 19th century -- Diaries",https://www.gutenberg.org/ebooks/43044.epub3.images
67637,"The History of the Manners and Customs of Ancient Greece, Volume 2 (of 3)","St. John, James Augustus",en,1670,Greece -- Social life and customs,https://www.gutenberg.org/ebooks/67637.epub3.images
69392,Eminent doctors: Their lives and their work; Vol. 2 of 2,"Bettany, G. T. (George Thomas)",en,1668,Medicine -- Great Britain -- History; Physicians -- Great Britain,https://www.gutenberg.org/ebooks/69392.epub3.images
3261,"News from Nowhere; Or, An Epoch of Rest: Being Some Chapters from a Utopian Romance","Morris, William",en,1667,Utopias,https://www.gutenberg.org/ebooks/3261.epub3.images
63052,Knox Eat and Reduce Plan; Including Choice-of-Foods Chart,Charles B. Knox Gelatine Co.,en,1664,Cooking (Gelatin); Reducing diets,https://www.gutenberg.org/ebooks/63052.epub3.images
24787,The South of France—East Half,"Black, C. B. (Charles Bertram)",en,1663,France -- Description and travel; France -- Guidebooks,https://www.gutenberg.org/ebooks/24787.epub3.images
49008,The Works of William Shakespeare [Cambridge Edition] [Vol. 8 of 9],"Shakespeare, William",en,1663,English drama,https://www.gutenberg.org/ebooks/49008.epub3.images
12788,"Library of the World's Best Literature, Ancient and Modern — Volume 02",Unknown,en,1662,Literature -- Collections,https://www.gutenberg.org/ebooks/12788.epub3.images
18212,"Arts and crafts in the Middle Ages : $b a description of mediaeval workmanship in several of the departments of applied art, together with some account of special artisans in the early Renaissance","Addison, Julia de Wolf",en,1661,"Arts and crafts movement; Decoration and ornament, Medieval; Decorative arts -- History; Illumination of books and manuscripts",https://www.gutenberg.org/ebooks/18212.epub3.images
59508,Index of the Project Gutenberg Works of the Brothers Grimm,"Grimm, Jacob, Grimm, Wilhelm",en,1661,Indexes,https://www.gutenberg.org/ebooks/59508.epub3.images
39406,"Kentucky in American Letters, 1784-1912. Vol. 1 of 2","Townsend, John Wilson",en,1660,"American literature -- Kentucky; American literature -- Kentucky -- Bio-bibliography; Authors, American -- Homes and haunts -- Kentucky; Kentucky -- In literature; Kentucky -- Intellectual life; Kentucky -- Literary collections",https://www.gutenberg.org/ebooks/39406.epub3.images
65134,The Women Who Make Our Novels,"Overton, Grant M. (Grant Martin)",en,1659,"Novelists, American -- Biography; Women novelists, American -- Biography",https://www.gutenberg.org/ebooks/65134.epub3.images
21811,The Works of Lord Byron. Vol. 3,"Byron, George Gordon Byron, Baron",en,1658,English poetry,https://www.gutenberg.org/ebooks/21811.epub3.images
60794,"The Story of the Typewriter, 1873-1923",Herkimer County Historical Society,en,1658,Typewriters -- History,https://www.gutenberg.org/ebooks/60794.epub3.images
16646,The Letters of Elizabeth Barrett Browning (Volume 2 of 2),"Browning, Elizabeth Barrett",en,1657,"Browning, Elizabeth Barrett, 1806-1861 -- Correspondence; Poets, English -- 19th century -- Correspondence",https://www.gutenberg.org/ebooks/16646.epub3.images
42991,Castes and Tribes of Southern India. Vol. 1 of 7,"Thurston, Edgar",en,1654,"Caste -- India, South; Ethnology -- India, South; India, South -- Social life and customs; Tribes -- India, South",https://www.gutenberg.org/ebooks/42991.epub3.images
171,Charlotte Temple,"Rowson, Mrs.",en,1650,Betrayal -- Fiction; British -- New York (State) -- New York -- Fiction; Didactic fiction; Elopement -- Fiction; Illegitimate children -- Fiction; New York (N.Y.) -- Fiction; Psychological fiction; Runaway teenagers -- Fiction; Seduction -- Fiction; Soldiers -- Fiction; Teenage girls -- Fiction; Teenage pregnancy -- Fiction,https://www.gutenberg.org/ebooks/171.epub3.images
33385,"Library of the World's Best Literature, Ancient and Modern — Volume 08",Unknown,en,1650,Literature -- Collections,https://www.gutenberg.org/ebooks/33385.epub3.images
36921,"The Deipnosophists; or, Banquet of the Learned of Athenæus, Vol. 1 (of 3)","Athenaeus, of Naucratis",en,1650,"Civilization, Greco-Roman; Dinners and dining -- Greece; Greece -- Social life and customs; Homosexuality -- Greece",https://www.gutenberg.org/ebooks/36921.epub3.images
359,Good Stories for Great Holidays: Arranged for Story-Telling and Reading Aloud and for the Children's Own Reading,"Olcott, Frances Jenkins",en,1649,Children's literature; Holidays; Short stories; Storytelling,https://www.gutenberg.org/ebooks/359.epub3.images
9611,"Joseph Andrews, Vol. 1","Fielding, Henry",en,1649,Adventure stories; Bildungsromans; Clergy -- Fiction; England -- Fiction; Household employees -- Fiction; Humorous stories; Male friendship -- Fiction; Social classes -- Fiction; Young men -- Fiction,https://www.gutenberg.org/ebooks/9611.epub3.images
44585,"The Boy Mechanic, Book 2: 1000 Things for Boys to Do",Unknown,en,1647,Handicraft; Handicraft for boys,https://www.gutenberg.org/ebooks/44585.epub3.images
48042,Main Currents in Nineteenth Century Literature - 6. Young Germany,"Brandes, Georg",en,1646,"Literature, Modern -- 19th century -- History and criticism; Naturalism in literature; Romanticism",https://www.gutenberg.org/ebooks/48042.epub3.images
55108,The Logic of Hegel,"Hegel, Georg Wilhelm Friedrich",en,1644,Logic,https://www.gutenberg.org/ebooks/55108.epub3.images
8700,The Evolution of Man,"Haeckel, Ernst",en,1642,"Anatomy, Comparative; Embryology, Human; Evolution; Human beings -- Origin",https://www.gutenberg.org/ebooks/8700.epub3.images
62999,"Wit, Character, Folklore & Customs of the North Riding of Yorkshire: With a Glossary of over 4,000 Words and Idioms Now in Use","Blakeborough, Richard",en,1642,Folklore -- England -- Yorkshire; Yorkshire (England) -- Social life and customs,https://www.gutenberg.org/ebooks/62999.epub3.images
25937,Studies in Literature and History,"Lyall, Alfred C., Sir",en,1639,English literature; History; Literature; Religion; Utilitarianism,https://www.gutenberg.org/ebooks/25937.epub3.images
49372,Ninety-Three,"Hugo, Victor",en,1639,"France -- History -- Revolution, 1789-1799 -- Fiction",https://www.gutenberg.org/ebooks/49372.epub3.images
57999,"The Tragedies of Seneca: Translated into English Verse, to Which Have Been Appended Comparative Analyses of the Corresponding Greek and Roman Plays, and a Mythological Index","Seneca, Lucius Annaeus",en,1637,"Mythology, Classical -- Drama; Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D. -- Translations into English",https://www.gutenberg.org/ebooks/57999.epub3.images
38776,The Letters of Henry James (Vol. I),"James, Henry",en,1634,"Authors, American -- 19th century -- Correspondence; Authors, American -- 20th century -- Correspondence; James, Henry, 1843-1916 -- Correspondence",https://www.gutenberg.org/ebooks/38776.epub3.images
47147,An Introduction to the Study of Meteorites: With a List of the Meteorites Represented in the Collection,"British Museum (Natural History). Department of Mineralogy, Fletcher, L. (Lazarus)",en,1634,British Museum (Natural History). Department of Mineralogy; Meteorites; Meteorites -- Catalogs and collections,https://www.gutenberg.org/ebooks/47147.epub3.images
134,"Maria; Or, The Wrongs of Woman","Wollstonecraft, Mary",en,1633,Autobiographical fiction; Feminist fiction; Women -- Fiction,https://www.gutenberg.org/ebooks/134.epub3.images
623,"The Battle of the Books, and other Short Pieces","Swift, Jonathan",en,1633,"Ancients and moderns, Quarrel of; English essays; Satire, English",https://www.gutenberg.org/ebooks/623.epub3.images
28621,The Metamorphoses of Publius Ovidus Naso in English blank verse Vols. I & II,Ovid,en,1633,"Classical literature; Fables, Latin -- Translations into English; Latin poetry -- Translations into English; Metamorphosis -- Mythology -- Poetry; Mythology, Classical -- Poetry",https://www.gutenberg.org/ebooks/28621.epub3.images
55608,"The War in the East: Japan, China, and Corea","White, Trumbull",en,1633,"China -- Civilization; China -- History; Japan -- Civilization; Japan -- History; Korea -- Civilization; Korea -- History; Sino-Japanese War, 1894-1895; Sino-Japanese War, 1894-1895 -- Campaigns",https://www.gutenberg.org/ebooks/55608.epub3.images
77506,"Russia on the Black Sea and Sea of Azof : $b Being a narrative of travels in the Crimea and bordering provinces; with notices of the naval, military, and commercial resources of those countries","Seymour, Henry",en,1630,Crimea (Ukraine) -- Description and travel; Russia -- Description and travel,https://www.gutenberg.org/ebooks/77506.epub3.images
13940,The Problem of China,"Russell, Bertrand",en,1628,China -- Civilization; China -- Foreign relations; China -- Politics and government,https://www.gutenberg.org/ebooks/13940.epub3.images
65765,A Traveler at Forty,"Dreiser, Theodore",en,1628,"Americans -- Europe -- History -- 20th century; Dreiser, Theodore, 1871-1945 -- Travel -- Europe; Europe -- Description and travel",https://www.gutenberg.org/ebooks/65765.epub3.images
55546,The Progress of the Century,Unknown,en,1627,"History, Modern -- 19th century; Nineteenth century",https://www.gutenberg.org/ebooks/55546.epub3.images
71254,"Ukraine, the land and its people : $b an introduction to its geography","Rudnytskyi, Stepan",en,1626,Ukraine; Ukrainians,https://www.gutenberg.org/ebooks/71254.epub3.images
25447,Mysticism and Logic and Other Essays,"Russell, Bertrand",en,1618,Mathematics; Philosophy; Science,https://www.gutenberg.org/ebooks/25447.epub3.images
30,"The Bible, King James Version, Complete",Unknown,en,1617,Bible,https://www.gutenberg.org/ebooks/30.epub3.images
7005,The Antiquary — Complete,"Scott, Walter",en,1613,Antiquarians -- Fiction; Beggars -- Fiction; Domestic fiction; Fathers and daughters -- Fiction; Love stories; Scotland -- Fiction,https://www.gutenberg.org/ebooks/7005.epub3.images
11197,Bambi,"Cooke, Marjorie Benton",en,1613,Marriage -- Fiction; Theater -- Fiction,https://www.gutenberg.org/ebooks/11197.epub3.images
2124,A Record of Buddhistic Kingdoms: Being an account by the Chinese monk Fa-hsien of travels in India and Ceylon (A.D. 399-414) in search of the Buddhist books of discipline,Faxian,en,1609,Asia -- Description and travel -- Early works to 1800; Buddhism -- Early works to 1800; Buddhist pilgrims and pilgrimages -- India -- Early works to 1800,https://www.gutenberg.org/ebooks/2124.epub3.images
41395,"Elementary Zoology, Second Edition","Kellogg, Vernon L. (Vernon Lyman)",en,1608,Animals; Zoology,https://www.gutenberg.org/ebooks/41395.epub3.images
44552,Science and the Criminal,"Mitchell, C. Ainsworth (Charles Ainsworth)",en,1607,Criminal investigation; Criminals -- Identification; Evidence (Law),https://www.gutenberg.org/ebooks/44552.epub3.images
1312,Selected Stories of Bret Harte,"Harte, Bret",en,1606,"California -- Social life and customs -- Fiction; Short stories, American; Western stories",https://www.gutenberg.org/ebooks/1312.epub3.images
29214,Dialogues in French and English,"Caxton, William",en,1605,"Dialogues, English (Middle); Dialogues, French; English language -- Conversation and phrase books -- Early works to 1800; French language -- Conversation and phrase books -- Early works to 1800",https://www.gutenberg.org/ebooks/29214.epub3.images
35965,"Abroad at Home: American Ramblings, Observations, and Adventures of Julian Street","Street, Julian",en,1604,United States -- Description and travel; United States -- Social life and customs -- 1865-1918,https://www.gutenberg.org/ebooks/35965.epub3.images
50551,"History of Brighthelmston; or, Brighton as I View it and Others Knew It: With a Chronological Table of Local Events","Erredge, John Ackerson",en,1604,Brighton (England) -- History,https://www.gutenberg.org/ebooks/50551.epub3.images
37635,Victor Hugo: His Life and Work,"Smith, George Barnett",en,1602,"Authors, French -- 19th century -- Biography; Hugo, Victor, 1802-1885",https://www.gutenberg.org/ebooks/37635.epub3.images
45099,The Rise of the Russian Empire,Saki,en,1602,Russia -- History,https://www.gutenberg.org/ebooks/45099.epub3.images
3545,The Complete Poetical Works of Oliver Goldsmith,"Goldsmith, Oliver",en,1601,English poetry; Literature -- Collections,https://www.gutenberg.org/ebooks/3545.epub3.images
27238,Woodworking Tools 1600-1900,"Welsh, Peter C.",en,1601,Woodworking tools -- History,https://www.gutenberg.org/ebooks/27238.epub3.images
792,"Wieland; Or, The Transformation: An American Tale","Brown, Charles Brockden",en,1599,"Combustion, Spontaneous -- Fiction; Epistolary fiction; Fathers -- Death -- Fiction; Gothic fiction; Horror tales; Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction; Psychological fiction; Radicals -- Fiction; Religious fanaticism -- Fiction; Siblings -- Fiction",https://www.gutenberg.org/ebooks/792.epub3.images
76941,Naval songs and ballads,Unknown,en,1598,"Great Britain -- History, Naval -- Poetry; Sea songs -- Great Britain",https://www.gutenberg.org/ebooks/76941.epub3.images
36484,A History of Germany from the Earliest Times to the Present Day,"Taylor, Bayard",en,1596,Germany -- History,https://www.gutenberg.org/ebooks/36484.epub3.images
15934,His Excellency the Minister,"Claretie, Jules",en,1593,Fiction,https://www.gutenberg.org/ebooks/15934.epub3.images
47025,The Essence of Christianity: Translated from the second German edition,"Feuerbach, Ludwig",en,1593,Christianity -- Controversial literature; Religion -- Philosophy,https://www.gutenberg.org/ebooks/47025.epub3.images
1680,At the Sign of the Cat and Racket,"Balzac, Honoré de",en,1592,France -- Social life and customs -- 19th century -- Fiction; French fiction -- Translations into English,https://www.gutenberg.org/ebooks/1680.epub3.images
63300,"Iamblichus' Life of Pythagoras, or Pythagoric Life: Accompanied by Fragments of the Ethical Writings of certain Pythagoreans in the Doric dialect; and a collection of Pythagoric Sentences from Stobaeus and others, which are omitted by Gale in his Opuscula Mythologica, and have not been noticed by any editor",Iamblichus,en,1592,"Ethics, Ancient; Philosophers -- Greece -- Biography; Philosophy, Ancient; Pythagoras; Pythagoras and Pythagorean school",https://www.gutenberg.org/ebooks/63300.epub3.images
43671,"A History of Epidemics in Britain, Volume 2 (of 2): From the Extinction of Plague to the Present Time","Creighton, Charles",en,1591,Epidemics -- Great Britain -- History,https://www.gutenberg.org/ebooks/43671.epub3.images
1477,"The Toys of Peace, and Other Papers",Saki,en,1584,Short stories,https://www.gutenberg.org/ebooks/1477.epub3.images
55769,Robert Greene: [Six Plays],"Greene, Robert",en,1584,"English drama -- Early modern and Elizabethan, 1500-1600; Greene, Robert, 1558-1592",https://www.gutenberg.org/ebooks/55769.epub3.images
71104,"The English and Scottish popular ballads, volume 5 (of 5)",Unknown,en,1584,"Ballads, English -- England -- Texts; Ballads, Scots -- Scotland -- Texts",https://www.gutenberg.org/ebooks/71104.epub3.images
6702,Life of Harriet Beecher Stowe: Compiled From Her Letters and Journals by Her Son Charles Edward Stowe,"Stowe, Harriet Beecher",en,1582,"Authors, American -- 19th century -- Biography; Stowe, Harriet Beecher, 1811-1896; Women abolitionists -- United States -- Biography",https://www.gutenberg.org/ebooks/6702.epub3.images
30253,"The Philippine Islands, 1493-1898 - Volume 40 of 55, 1690-1691: Explorations by Early Navigators, Descriptions of the Islands and Their Peoples, Their History and Records of the Catholic Missions, as Related in Contemporaneous Books and Manuscripts, Showing the Political, Economic, Commercial and Religious Conditions of Those Islands from Their Earliest Relations with European Nations to the Close of the Nineteenth Century",Unknown,en,1578,Demarcation line of Alexander VI; Missions -- Philippines; Philippines -- Discovery and exploration; Philippines -- History -- Sources,https://www.gutenberg.org/ebooks/30253.epub3.images
73362,Stars and atoms,"Eddington, Arthur Stanley, Sir",en,1577,Atoms; Stars,https://www.gutenberg.org/ebooks/73362.epub3.images
48967,Mythology among the Hebrews and Its Historical Development,"Goldziher, Ignác",en,1575,Jewish mythology; Judaism -- History -- To 70 A.D.,https://www.gutenberg.org/ebooks/48967.epub3.images
35856,The religions of ancient Egypt and Babylonia,"Sayce, A. H. (Archibald Henry)",en,1574,Assyro-Babylonian religion; Egypt -- Religion,https://www.gutenberg.org/ebooks/35856.epub3.images
38334,"The Homilies of the Anglo-Saxon Church: Containing the Sermones Catholici, or Homilies of Ælfric, in the Original Anglo-Saxon, with an English Version. Volume I.","Aelfric, Abbot of Eynsham",en,1574,"Sermons, English (Old)",https://www.gutenberg.org/ebooks/38334.epub3.images
56171,A Journey in Brazil,"Agassiz, Louis, Agassiz, Elizabeth Cabot Cary",en,1573,Brazil -- Description and travel; Geology -- Amazon River Valley,https://www.gutenberg.org/ebooks/56171.epub3.images
21053,An anthology of German literature,"Thomas, Calvin","de,en",1572,German literature,https://www.gutenberg.org/ebooks/21053.epub3.images
56315,Texas Fossils: An Amateur Collector's Handbook,"Matthews, William Henry",en,1572,Paleontology -- Texas,https://www.gutenberg.org/ebooks/56315.epub3.images
13325,Sketches of the Natural History of Ceylon,"Tennent, James Emerson, Sir",en,1571,Animals -- Sri Lanka; Asiatic elephant -- Sri Lanka,https://www.gutenberg.org/ebooks/13325.epub3.images
14020,The Works of Horace,Horace,en,1571,Horace -- Translations into English; Latin poetry -- Translations into English,https://www.gutenberg.org/ebooks/14020.epub3.images
35900,The River-Names of Europe,"Ferguson, Robert",en,1571,"Names, Geographical -- Europe; Rivers -- Europe",https://www.gutenberg.org/ebooks/35900.epub3.images
3080,Original Short Stories — Volume 04,"Maupassant, Guy de",en,1567,"Short stories, French -- Translations into English",https://www.gutenberg.org/ebooks/3080.epub3.images
45940,"Reliques of Ancient English Poetry, Volume 2 (of 3): Consisting of Old Heroic Ballads, Songs and Other Pieces of Our Earlier Poets Together With Some Few of Later Date",Unknown,en,1567,"Ballads, English -- Texts; English language -- Early modern, 1500-1700 -- Glossaries, vocabularies, etc.; English poetry -- Early modern, 1500-1700; Minstrels; Romances, English -- History and criticism",https://www.gutenberg.org/ebooks/45940.epub3.images
