gut_id,title,authors,languages,downloads,subjects,gutenberg_epub_url
84,"Frankenstein; or, the modern prometheus","Shelley, Mary Wollstonecraft",en,150546,"Frankenstein's monster (Fictitious character) -- Fiction; Frankenstein, Victor (Fictitious character) -- Fiction; Gothic fiction; Horror tales; Monsters -- Fiction; Science fiction; Scientists -- Fiction",https://www.gutenberg.org/ebooks/84.epub3.images
2701,"Moby Dick; Or, The Whale","Melville, Herman",en,116573,"Adventure stories; Ahab, Captain (Fictitious character) -- Fiction; Mentally ill -- Fiction; Psychological fiction; Sea stories; Ship captains -- Fiction; Whales -- Fiction; Whaling -- Fiction; Whaling ships -- Fiction",https://www.gutenberg.org/ebooks/2701.epub3.images
768,Wuthering Heights,"Brontë, Emily",en,114475,Domestic fiction; Foundlings -- Fiction; Heathcliff (Fictitious character : Brontë) -- Fiction; Love stories; Psychological fiction; Rejection (Psychology) -- Fiction; Revenge -- Fiction; Rural families -- Fiction; Triangles (Interpersonal relations) -- Fiction; Yorkshire (England) -- Fiction,https://www.gutenberg.org/ebooks/768.epub3.images
1342,Pride and Prejudice,"Austen, Jane",en,86747,Courtship -- Fiction; Domestic fiction; England -- Fiction; Love stories; Sisters -- Fiction; Social classes -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/1342.epub3.images
1513,Romeo and Juliet,"Shakespeare, William",en,69731,Conflict of generations -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Tragedies (Drama); Vendetta -- Drama; Verona (Italy) -- Drama; Youth -- Drama,https://www.gutenberg.org/ebooks/1513.epub3.images
100,The Complete Works of William Shakespeare,"Shakespeare, William",en,56824,"English drama -- Early modern and Elizabethan, 1500-1600",https://www.gutenberg.org/ebooks/100.epub3.images
2641,A Room with a View,"Forster, E. M. (Edward Morgan)",en,55377,British -- Italy -- Fiction; England -- Fiction; Florence (Italy) -- Fiction; Humorous stories; Young women -- Fiction,https://www.gutenberg.org/ebooks/2641.epub3.images
43,The strange case of Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",en,55107,Horror tales; London (England) -- Fiction; Multiple personality -- Fiction; Physicians -- Fiction; Psychological fiction; Science fiction; Self-experimentation in medicine -- Fiction,https://www.gutenberg.org/ebooks/43.epub3.images
145,Middlemarch,"Eliot, George",en,54079,Bildungsromans; City and town life -- Fiction; Didactic fiction; Domestic fiction; England -- Fiction; Love stories; Married people -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/145.epub3.images
11,Alice's Adventures in Wonderland,"Carroll, Lewis",en,52940,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,https://www.gutenberg.org/ebooks/11.epub3.images
64317,The Great Gatsby,"Fitzgerald, F. Scott (Francis Scott)",en,51487,First loves -- Fiction; Long Island (N.Y.) -- Fiction; Married women -- Fiction; Psychological fiction; Rich people -- Fiction,https://www.gutenberg.org/ebooks/64317.epub3.images
16328,Beowulf: An Anglo-Saxon Epic Poem,Unknown,en,44066,"Dragons -- Poetry; Epic poetry, English (Old); Monsters -- Poetry",https://www.gutenberg.org/ebooks/16328.epub3.images
16389,The Enchanted April,"Von Arnim, Elizabeth",en,43585,British -- Italy -- Fiction; Domestic fiction; Female friendship -- Fiction; Italy -- Fiction; Love stories,https://www.gutenberg.org/ebooks/16389.epub3.images
6761,The Adventures of Ferdinand Count Fathom — Complete,"Smollett, T. (Tobias)",en,40734,Adventure stories; Gothic fiction,https://www.gutenberg.org/ebooks/6761.epub3.images
98,A Tale of Two Cities,"Dickens, Charles",en,37511,"British -- France -- Paris -- Fiction; Executions and executioners -- Fiction; France -- History -- Revolution, 1789-1799 -- Fiction; French -- England -- London -- Fiction; Historical fiction; London (England) -- History -- 18th century -- Fiction; Lookalikes -- Fiction; Paris (France) -- History -- 1789-1799 -- Fiction; War stories",https://www.gutenberg.org/ebooks/98.epub3.images
1184,The Count of Monte Cristo,"Dumas, Alexandre, Maquet, Auguste",en,36464,"Adventure stories; Dantès, Edmond (Fictitious character) -- Fiction; France -- History -- 19th century -- Fiction; Historical fiction; Pirates -- Fiction; Prisoners -- Fiction; Revenge -- Fiction",https://www.gutenberg.org/ebooks/1184.epub3.images
174,The Picture of Dorian Gray,"Wilde, Oscar",en,35817,"Appearance (Philosophy) -- Fiction; Conduct of life -- Fiction; Didactic fiction; Great Britain -- History -- Victoria, 1837-1901 -- Fiction; London (England) -- History -- 1800-1950 -- Fiction; Paranormal fiction; Portraits -- Fiction; Supernatural -- Fiction",https://www.gutenberg.org/ebooks/174.epub3.images
28054,The Brothers Karamazov,"Dostoyevsky, Fyodor",en,31896,Brothers -- Fiction; Didactic fiction; Fathers and sons -- Fiction; Russia -- Social life and customs -- 1533-1917 -- Fiction,https://www.gutenberg.org/ebooks/28054.epub3.images
345,Dracula,"Stoker, Bram",en,31767,"Dracula, Count (Fictitious character) -- Fiction; Epistolary fiction; Gothic fiction; Horror tales; Transylvania (Romania) -- Fiction; Vampires -- Fiction; Whitby (England) -- Fiction",https://www.gutenberg.org/ebooks/345.epub3.images
74,"The Adventures of Tom Sawyer, Complete","Twain, Mark",en,31378,"Adventure stories; Bildungsromans; Boys -- Fiction; Child witnesses -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River Valley -- Fiction; Missouri -- Fiction; Runaway children -- Fiction; Sawyer, Tom (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/74.epub3.images
2542,A Doll's House : a play,"Ibsen, Henrik",en,30565,Man-woman relationships -- Drama; Marriage -- Drama; Norwegian drama -- Translations into English; Wives -- Drama,https://www.gutenberg.org/ebooks/2542.epub3.images
76,Adventures of Huckleberry Finn,"Twain, Mark",en,29404,"Adventure stories; Bildungsromans; Boys -- Fiction; Finn, Huckleberry (Fictitious character) -- Fiction; Fugitive slaves -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River -- Fiction; Missouri -- Fiction; Race relations -- Fiction; Runaway children -- Fiction",https://www.gutenberg.org/ebooks/76.epub3.images
1661,The Adventures of Sherlock Holmes,"Doyle, Arthur Conan",en,28773,"Detective and mystery stories, English; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",https://www.gutenberg.org/ebooks/1661.epub3.images
1998,Thus Spake Zarathustra: A Book for All and None,"Nietzsche, Friedrich Wilhelm",en,26832,"Philosophy, German; Superman (Philosophical concept)",https://www.gutenberg.org/ebooks/1998.epub3.images
36034,"White nights, and other stories","Dostoyevsky, Fyodor",en,26663,"Dostoyevsky, Fyodor, 1821-1881 -- Translations into English; Russian fiction -- Translations into English",https://www.gutenberg.org/ebooks/36034.epub3.images
46,A Christmas Carol in Prose; Being a Ghost Story of Christmas,"Dickens, Charles",en,25105,"Christmas stories; Ghost stories; London (England) -- Fiction; Misers -- Fiction; Poor families -- Fiction; Scrooge, Ebenezer (Fictitious character) -- Fiction; Sick children -- Fiction",https://www.gutenberg.org/ebooks/46.epub3.images
1400,Great Expectations,"Dickens, Charles",en,24542,Benefactors -- Fiction; Bildungsromans; England -- Fiction; Ex-convicts -- Fiction; Man-woman relationships -- Fiction; Orphans -- Fiction; Revenge -- Fiction; Young men -- Fiction,https://www.gutenberg.org/ebooks/1400.epub3.images
1952,The Yellow Wallpaper,"Gilman, Charlotte Perkins",en,24101,Feminist fiction; Married women -- Psychology -- Fiction; Mentally ill women -- Fiction; Psychological fiction; Sex role -- Fiction,https://www.gutenberg.org/ebooks/1952.epub3.images
3206,Moby Multiple Language Lists of Common Words,"Ward, Grady",en,23047,Words and phrase lists -- English,https://www.gutenberg.org/ebooks/3206.epub3.images
5200,Metamorphosis,"Kafka, Franz",en,22516,Metamorphosis -- Fiction; Psychological fiction,https://www.gutenberg.org/ebooks/5200.epub3.images
4363,Beyond Good and Evil,"Nietzsche, Friedrich Wilhelm",en,22442,"Ethics; Philosophy, German",https://www.gutenberg.org/ebooks/4363.epub3.images
27673,Oedipus King of Thebes: Translated into English Rhyming Verse with Explanatory Notes,Sophocles,en,22258,Oedipus (Greek mythological figure) -- Drama; Tragedies (Drama),https://www.gutenberg.org/ebooks/27673.epub3.images
45109,The Enchiridion,Epictetus,en,22109,"Conduct of life -- Early works to 1800; Ethics, Ancient",https://www.gutenberg.org/ebooks/45109.epub3.images
3296,The Confessions of St. Augustine,"Augustine, of Hippo, Saint",en,21759,"Augustine, of Hippo, Saint, 354-430; Bishops -- Algeria -- Hippo (Extinct city) -- Biography; Catholic Church -- Bishops -- Biography; Christian saints -- Algeria -- Hippo (Extinct city) -- Biography",https://www.gutenberg.org/ebooks/3296.epub3.images
45,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",en,21710,"Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",https://www.gutenberg.org/ebooks/45.epub3.images
120,Treasure Island,"Stevenson, Robert Louis",en,21555,Pirates -- Fiction; Sea stories; Treasure Island (Imaginary place) -- Fiction; Treasure troves -- Fiction,https://www.gutenberg.org/ebooks/120.epub3.images
7370,Second Treatise of Government,"Locke, John",en,20290,Liberty -- Early works to 1800; Political science -- Early works to 1800; Toleration -- Early works to 1800,https://www.gutenberg.org/ebooks/7370.epub3.images
1727,The Odyssey: Rendered into English prose for the use of those who cannot read the original,Homer,en,20234,"Epic poetry, Greek -- Translations into English; Homer -- Translations into English; Odysseus, King of Ithaca (Mythological character)",https://www.gutenberg.org/ebooks/1727.epub3.images
2680,Meditations,"Marcus Aurelius, Emperor of Rome",en,19220,Ethics; Life; Stoics,https://www.gutenberg.org/ebooks/2680.epub3.images
55,The Wonderful Wizard of Oz,"Baum, L. Frank (Lyman Frank)",en,18777,"Courage -- Juvenile fiction; Cowardly Lion (Fictitious character) -- Juvenile fiction; Cyclones -- Juvenile fiction; Dreams -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Home -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Toto (Fictitious character) -- Juvenile fiction",https://www.gutenberg.org/ebooks/55.epub3.images
1399,Anna Karenina,"Tolstoy, Leo, graf",en,18689,Adultery -- Fiction; Didactic fiction; Love stories; Married women -- Fiction; Russia -- Fiction,https://www.gutenberg.org/ebooks/1399.epub3.images
1497,The Republic,Plato,en,18489,Classical literature; Justice -- Early works to 1800; Political science -- Early works to 1800; Utopias -- Early works to 1800,https://www.gutenberg.org/ebooks/1497.epub3.images
8800,The divine comedy,Dante Alighieri,en,18358,"Epic poetry, Italian -- Translations into English; Italian poetry -- To 1400 -- Translations into English",https://www.gutenberg.org/ebooks/8800.epub3.images
41445,"Frankenstein; Or, The Modern Prometheus","Shelley, Mary Wollstonecraft",en,17116,"Frankenstein's monster (Fictitious character) -- Fiction; Frankenstein, Victor (Fictitious character) -- Fiction; Gothic fiction; Horror tales; Monsters -- Fiction; Science fiction; Scientists -- Fiction",https://www.gutenberg.org/ebooks/41445.epub3.images
34901,On Liberty,"Mill, John Stuart",en,16824,Liberty,https://www.gutenberg.org/ebooks/34901.epub3.images
135,Les Misérables,"Hugo, Victor",en,16589,Epic literature; Ex-convicts -- Fiction; Historical fiction; Orphans -- Fiction; Paris (France) -- Fiction,https://www.gutenberg.org/ebooks/135.epub3.images
2852,The Hound of the Baskervilles,"Doyle, Arthur Conan",en,16426,"Blessing and cursing -- Fiction; Dartmoor (England) -- Fiction; Detective and mystery stories; Dogs -- Fiction; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",https://www.gutenberg.org/ebooks/2852.epub3.images
7241,"Fables of La Fontaine — a New Edition, with Notes","La Fontaine, Jean de",en,16254,"Fables, French -- Translations into English",https://www.gutenberg.org/ebooks/7241.epub3.images
161,Sense and Sensibility,"Austen, Jane",en,15762,Domestic fiction; England -- Fiction; England -- Social life and customs -- 19th century -- Fiction; Gentry -- England -- Fiction; Inheritance and succession -- Fiction; Love stories; Mate selection -- Fiction; Regency fiction; Sisters -- Fiction; Social classes -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/161.epub3.images
996,Don Quixote,"Cervantes Saavedra, Miguel de",en,15477,Knights and knighthood -- Spain -- Fiction; Picaresque literature; Romances; Spain -- Social life and customs -- 16th century -- Fiction,https://www.gutenberg.org/ebooks/996.epub3.images
1023,Bleak House,"Dickens, Charles",en,15198,Bildungsromans; Domestic fiction; Guardian and ward -- Fiction; Illegitimate children -- Fiction; Inheritance and succession -- Fiction; Legal stories; London (England) -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/1023.epub3.images
26,Paradise Lost,"Milton, John",en,14857,Adam (Biblical figure) -- Poetry; Bible. Genesis -- History of Biblical events -- Poetry; Eve (Biblical figure) -- Poetry; Fall of man -- Poetry,https://www.gutenberg.org/ebooks/26.epub3.images
1600,Symposium,Plato,en,14833,"Classical literature; Love -- Early works to 1800; Philosophy, Ancient; Socrates, 470 BC-399 BC",https://www.gutenberg.org/ebooks/1600.epub3.images
219,Heart of Darkness,"Conrad, Joseph",en,14434,Africa -- Fiction; Degeneration -- Fiction; Europeans -- Africa -- Fiction; Imperialism -- Fiction; Psychological fiction; Trading posts -- Fiction,https://www.gutenberg.org/ebooks/219.epub3.images
829,Gulliver's Travels into Several Remote Nations of the World,"Swift, Jonathan",en,14334,"Fantasy fiction; Gulliver, Lemuel (Fictitious character) -- Fiction; Satire; Travelers -- Fiction; Voyages, Imaginary -- Early works to 1800",https://www.gutenberg.org/ebooks/829.epub3.images
16,Peter Pan : $b [Peter and Wendy],"Barrie, J. M. (James Matthew)",en,14077,Fairies -- Fiction; Fantasy literature; Never-Never Land (Imaginary place) -- Fiction; Peter Pan (Fictitious character) -- Fiction; Pirates -- Fiction,https://www.gutenberg.org/ebooks/16.epub3.images
3090,Complete Original Short Stories of Guy De Maupassant,"Maupassant, Guy de",en,13370,"French fiction -- Translations into English; Short stories, French -- Translations into English",https://www.gutenberg.org/ebooks/3090.epub3.images
1524,Hamlet,"Shakespeare, William",en,13347,Denmark -- Drama; Fathers -- Death -- Drama; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Princes -- Drama; Revenge -- Drama; Tragedies (Drama),https://www.gutenberg.org/ebooks/1524.epub3.images
50498,The Raft,"Dawson, Coningsby",en,13226,Man-woman relationships -- Fiction; Marriage -- Fiction,https://www.gutenberg.org/ebooks/50498.epub3.images
41,The Legend of Sleepy Hollow,"Irving, Washington",en,12348,Ghosts -- Fiction; New York (State) -- History -- 1775-1865 -- Fiction,https://www.gutenberg.org/ebooks/41.epub3.images
37683,Chambers's Twentieth Century Dictionary (part 1 of 4: A-D),Unknown,en,12151,English language -- Dictionaries,https://www.gutenberg.org/ebooks/37683.epub3.images
10,The King James Version of the Bible,Unknown,en,12116,Bible,https://www.gutenberg.org/ebooks/10.epub3.images
3300,An Inquiry into the Nature and Causes of the Wealth of Nations,"Smith, Adam",en,11876,Economics,https://www.gutenberg.org/ebooks/3300.epub3.images
21765,"The Metamorphoses of Ovid, Books I-VII",Ovid,en,11514,"Classical literature; Fables, Latin -- Translations into English; Latin poetry -- Translations into English; Metamorphosis -- Mythology -- Poetry; Mythology, Classical -- Poetry",https://www.gutenberg.org/ebooks/21765.epub3.images
57724,"A Cyclopaedia of Canadian Biography: Being Chiefly Men of the Time: A Collection of Persons Distinguished in Professional and Political Life, Leaders in the Commerce and Industry of Canada, and Successful Pioneers",Unknown,en,11507,Canada -- Biography; Canada -- Biography -- Dictionaries,https://www.gutenberg.org/ebooks/57724.epub3.images
7178,Swann's Way,"Proust, Marcel",en,11396,Autobiographical fiction; France -- Social life and customs -- 19th century -- Fiction; Villages -- France -- Fiction,https://www.gutenberg.org/ebooks/7178.epub3.images
4280,The Critique of Pure Reason,"Kant, Immanuel",en,11387,"Causation; Knowledge, Theory of; Philosophy, German; Reason",https://www.gutenberg.org/ebooks/4280.epub3.images
71046,"Modern English biography, volume 2 (of 4), I-Q","Boase, Frederic",en,11371,Great Britain -- Biography -- Dictionaries,https://www.gutenberg.org/ebooks/71046.epub3.images
158,Emma,"Austen, Jane",en,11115,Bildungsromans; England -- Fiction; Fathers and daughters -- Fiction; Female friendship -- Fiction; Humorous stories; Love stories; Mate selection -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/158.epub3.images
779,The Tragical History of Doctor Faustus: From the Quarto of 1604,"Marlowe, Christopher",en,10961,"Faust, -approximately 1540 -- Drama; Germany -- Drama; Magicians -- Drama; Tragedies (Drama)",https://www.gutenberg.org/ebooks/779.epub3.images
8696,The Jew and Other Stories,"Turgenev, Ivan Sergeevich",en,10959,"Russia -- Social life and customs -- Fiction; Turgenev, Ivan Sergeevich, 1818-1883 -- Translations into English",https://www.gutenberg.org/ebooks/8696.epub3.images
8438,The Ethics of Aristotle,Aristotle,en,10924,Ethics,https://www.gutenberg.org/ebooks/8438.epub3.images
10007,Carmilla,"Le Fanu, Joseph Sheridan",en,10885,Vampires -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/10007.epub3.images
19942,Candide,Voltaire,en,10783,Optimism -- Fiction; Satire,https://www.gutenberg.org/ebooks/19942.epub3.images
110,Tess of the d'Urbervilles: A Pure Woman,"Hardy, Thomas",en,10632,Children of clergy -- Fiction; Children of the rich -- Fiction; Didactic fiction; Man-woman relationships -- Fiction; Pastoral fiction; Poor families -- Fiction; Rape victims -- Fiction; Triangles (Interpersonal relations) -- Fiction; Wessex (England) -- Fiction; Women household employees -- Fiction; Women murderers -- Fiction,https://www.gutenberg.org/ebooks/110.epub3.images
7142,The History of the Peloponnesian War,Thucydides,en,10553,"Greece -- History -- Peloponnesian War, 431-404 B.C.",https://www.gutenberg.org/ebooks/7142.epub3.images
35,The Time Machine,"Wells, H. G. (Herbert George)",en,10491,Dystopias -- Fiction; Science fiction; Time travel -- Fiction,https://www.gutenberg.org/ebooks/35.epub3.images
12,Through the Looking-Glass,"Carroll, Lewis",en,10369,Alice (Fictitious character from Carroll) -- Juvenile fiction; Children's stories; Fantasy fiction; Imaginary places -- Juvenile fiction,https://www.gutenberg.org/ebooks/12.epub3.images
36,The war of the worlds,"Wells, H. G. (Herbert George)",en,10335,Imaginary wars and battles -- Fiction; Life on other planets -- Fiction; Mars (Planet) -- Fiction; Martians -- Fiction; Science fiction; Space warfare -- Fiction; War stories,https://www.gutenberg.org/ebooks/36.epub3.images
20203,Autobiography of Benjamin Franklin,"Franklin, Benjamin",en,10236,"Franklin, Benjamin, 1706-1790; Statesmen -- United States -- Biography",https://www.gutenberg.org/ebooks/20203.epub3.images
69087,The murder of Roger Ackroyd,"Christie, Agatha",en,9650,"Belgians -- England -- Fiction; Detective and mystery stories; Murder -- Investigation -- Fiction; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",https://www.gutenberg.org/ebooks/69087.epub3.images
1251,Le Morte d'Arthur: Volume 1,"Malory, Thomas, Sir",en,9628,"Arthur, King -- Legends; Arthurian romances",https://www.gutenberg.org/ebooks/1251.epub3.images
7735,Paul Clifford — Complete,"Lytton, Edward Bulwer Lytton, Baron",en,9406,Brigands and robbers -- Fiction,https://www.gutenberg.org/ebooks/7735.epub3.images
236,The Jungle Book,"Kipling, Rudyard",en,9404,"Adventure stories, English; Animals -- Fiction; Feral children -- Fiction; India -- Fiction; India -- History -- 19th century -- Fiction; Jungle animals -- Fiction; Jungles -- Fiction; Mowgli (Fictitious character) -- Fiction; Short stories",https://www.gutenberg.org/ebooks/236.epub3.images
18047,"Dio's Rome, Volume 1: An Historical Narrative Originally Composed in Greek during the Reigns of Septimius Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus: and Now Presented in English Form",Cassius Dio Cocceianus,en,9349,Rome -- History,https://www.gutenberg.org/ebooks/18047.epub3.images
5827,The Problems of Philosophy,"Russell, Bertrand",en,9301,"Knowledge, Theory of; Metaphysics; Philosophy -- Introductions",https://www.gutenberg.org/ebooks/5827.epub3.images
14591,Faust [part 1]. Translated Into English in the Original Metres,"Goethe, Johann Wolfgang von",en,9161,"Faust, -approximately 1540 -- Drama; German poetry -- Translations into English; Legends -- Germany -- Drama; Magicians -- Drama",https://www.gutenberg.org/ebooks/14591.epub3.images
1322,Leaves of Grass,"Whitman, Walt",en,9126,American poetry -- 19th century,https://www.gutenberg.org/ebooks/1322.epub3.images
3600,Essays of Michel de Montaigne — Complete,"Montaigne, Michel de",en,9092,French essays -- Translations into English,https://www.gutenberg.org/ebooks/3600.epub3.images
17396,The Secret Garden,"Burnett, Frances Hodgson",en,9032,Gardens -- Juvenile fiction; Orphans -- Juvenile fiction; People with disabilities -- Juvenile fiction; Yorkshire (England) -- Juvenile fiction,https://www.gutenberg.org/ebooks/17396.epub3.images
45249,"The History of Signboards, from the Earliest times to the Present Day","Hotten, John Camden, Larwood, Jacob",en,9030,Inn signs -- England -- History; Signs and signboards -- History,https://www.gutenberg.org/ebooks/45249.epub3.images
766,David Copperfield,"Dickens, Charles",en,9006,Autobiographical fiction; Bildungsromans; Boys -- Fiction; Child labor -- Fiction; England -- Fiction; Orphans -- Fiction; Stepfathers -- Fiction; Young men -- Fiction,https://www.gutenberg.org/ebooks/766.epub3.images
29433,Nature,"Emerson, Ralph Waldo",en,8949,"Nature; Philosophy, American",https://www.gutenberg.org/ebooks/29433.epub3.images
11030,"Incidents in the Life of a Slave Girl, Written by Herself","Jacobs, Harriet A. (Harriet Ann)",en,8665,"Enslaved persons -- United States -- Biography; Enslaved persons -- United States -- Social conditions; Enslaved women -- United States -- Biography; Jacobs, Harriet A. (Harriet Ann), 1813-1897",https://www.gutenberg.org/ebooks/11030.epub3.images
105,Persuasion,"Austen, Jane",en,8415,Dysfunctional families -- Fiction; England -- Social life and customs -- 19th century -- Fiction; First loves -- Fiction; Love stories; Motherless families -- Fiction; Psychological fiction; Regency fiction; Rejection (Psychology) -- Fiction; Ship captains -- Fiction; Young women -- Fiction,https://www.gutenberg.org/ebooks/105.epub3.images
7700,Lysistrata,Aristophanes,en,8233,"Aristophanes -- Translations into English; Comedy plays; Greece -- History -- Peloponnesian War, 431-404 B.C. -- Drama; Greek drama (Comedy) -- Translations into English; Lysistrata (Fictitious character) -- Drama; Peace movements -- Drama; Women and peace -- Drama",https://www.gutenberg.org/ebooks/7700.epub3.images
2147,The Works of Edgar Allan Poe — Volume 1,"Poe, Edgar Allan",en,8099,"American fiction -- 19th century; Fantasy fiction; Horror tales, American; Poe, Edgar Allan, 1809-1849",https://www.gutenberg.org/ebooks/2147.epub3.images
2097,The Sign of the Four,"Doyle, Arthur Conan",en,8086,"Detective and mystery stories; Holmes, Sherlock (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",https://www.gutenberg.org/ebooks/2097.epub3.images
25525,"The Works of Edgar Allan Poe, The Raven Edition: Table Of Contents And Index Of The Five Volumes","Poe, Edgar Allan",en,8071,"American fiction -- 19th century; Fantasy fiction; Horror tales, American; Indexes; Poe, Edgar Allan, 1809-1849; Short stories",https://www.gutenberg.org/ebooks/25525.epub3.images
2413,Madame Bovary,"Flaubert, Gustave",en,8054,Adultery -- Fiction; Domestic fiction; France -- Fiction; Married women -- Fiction; Middle class -- Fiction; Physicians' spouses -- Fiction; Suicide victims -- Fiction,https://www.gutenberg.org/ebooks/2413.epub3.images
103,Around the World in Eighty Days,"Verne, Jules",en,7966,Adventure stories; Voyages around the world -- Fiction,https://www.gutenberg.org/ebooks/103.epub3.images
61113,"The Natural History of Pliny, Volume 4 (of 6)","Pliny, the Elder",en,7919,Natural history -- Pre-Linnean works,https://www.gutenberg.org/ebooks/61113.epub3.images
5131,Childe Harold's Pilgrimage,"Byron, George Gordon Byron, Baron",en,7905,English poetry; Pilgrims and pilgrimages -- Europe -- Poetry; Voyages and travels -- Poetry,https://www.gutenberg.org/ebooks/5131.epub3.images
25717,The History of the Decline and Fall of the Roman Empire: Table of Contents with links in the HTML file to the two Project Gutenberg editions (12 volumes),"Gibbon, Edward",en,7739,"Byzantine Empire -- History -- To 527; Indexes; Rome -- History -- Empire, 30 B.C.-476 A.D.",https://www.gutenberg.org/ebooks/25717.epub3.images
20,Paradise Lost,"Milton, John",en,7722,Adam (Biblical figure) -- Poetry; Bible. Genesis -- History of Biblical events -- Poetry; Eve (Biblical figure) -- Poetry; Fall of man -- Poetry,https://www.gutenberg.org/ebooks/20.epub3.images
121,Northanger Abbey,"Austen, Jane",en,7684,Books and reading -- Fiction; England -- Fiction; England -- Social life and customs -- 19th century -- Fiction; Gentry -- England -- Fiction; Gothic fiction; Horror tales -- Appreciation -- Fiction; Love stories; Marriage -- Economic aspects -- Fiction; Satire; Young women -- Fiction,https://www.gutenberg.org/ebooks/121.epub3.images
2786,Jack and Jill,"Alcott, Louisa May",en,7633,Children's accidents -- Juvenile fiction; Family life -- Juvenile fiction; Friendship -- Juvenile fiction; New England -- Social life and customs -- Juvenile fiction; Winter -- Juvenile fiction,https://www.gutenberg.org/ebooks/2786.epub3.images
42108,"The slang dictionary : $b Etymological, historical and anecdotal","Hotten, John Camden",en,7616,"English language -- Dialects -- England -- London -- Glossaries, vocabularies, etc.; English language -- England -- London -- Slang -- Dictionaries; London (England) -- Languages -- Dictionaries",https://www.gutenberg.org/ebooks/42108.epub3.images
863,The Mysterious Affair at Styles,"Christie, Agatha",en,7553,"Belgians -- England -- Fiction; Detective and mystery stories; Poirot, Hercule (Fictitious character) -- Fiction; Private investigators -- England -- Fiction",https://www.gutenberg.org/ebooks/863.epub3.images
786,Hard Times,"Dickens, Charles",en,7551,Domestic fiction; Education -- Fiction; England -- Fiction; Political fiction; Social problems -- Fiction; Utilitarianism -- Fiction,https://www.gutenberg.org/ebooks/786.epub3.images
45315,The Marriage of Heaven and Hell,"Blake, William",en,7429,Heaven; Hell; Mysticism,https://www.gutenberg.org/ebooks/45315.epub3.images
59828,"The String of Pearls; Or, The Barber of Fleet Street. A Domestic Romance.","Prest, Thomas Peckett, Rymer, James Malcolm",en,7393,"Bakers -- Fiction; Barbers -- Fiction; Cannibalism -- Fiction; Fleet Street (London, England) -- Fiction; Historical fiction; Horror tales; London (England) -- Social life and customs -- 18th century -- Fiction; Missing persons -- Fiction; Murder -- Fiction; Mystery fiction; Revenge -- Fiction; Suspense fiction",https://www.gutenberg.org/ebooks/59828.epub3.images
15272,"Spenser's The Faerie Queene, Book I","Spenser, Edmund",en,7389,"English poetry -- Early modern, 1500-1700; Knights and knighthood -- Poetry; Virtues -- Poetry",https://www.gutenberg.org/ebooks/15272.epub3.images
55059,"Modern English biography, volume 1 (of 4), A-H","Boase, Frederic",en,7238,Great Britain -- Biography -- Dictionaries,https://www.gutenberg.org/ebooks/55059.epub3.images
51428,That Which Hath Wings: A Novel of the Day,"Dehan, Richard",en,7194,"World War, 1914-1918 -- Fiction",https://www.gutenberg.org/ebooks/51428.epub3.images
61,The Communist Manifesto,"Marx, Karl, Engels, Friedrich",en,7174,Communism; Socialism,https://www.gutenberg.org/ebooks/61.epub3.images
71693,"The Cambridge natural history, Vol. 03 (of 10)","Cooke, A. H. (Alfred Hands), Reed, F. R. C. (Frederick Richard Cowper)",en,7165,Animals,https://www.gutenberg.org/ebooks/71693.epub3.images
