domain,gut_id,title,authors,languages,downloads,subjects,preferred_source,preferred_url,gutenberg_epub_url
literature_core,49324,"The Authoress of the Odyssey: Where and when she wrote, who she was, the use she made of the Iliad, and how the poem grew under her hands","Butler, Samuel",en,1862,"Epic poetry, Greek -- Authorship; Homer. Odyssey -- Authorship; Odysseus, King of Ithaca (Mythological character) -- In literature; Women and literature -- Greece",gutenberg,https://www.gutenberg.org/ebooks/49324.epub3.images,https://www.gutenberg.org/ebooks/49324.epub3.images
literature_core,48895,"The Odysseys of Homer, together with the shorter poems",Homer,en,1856,"Epic poetry, Greek -- Translations into English; Odysseus, King of Ithaca (Mythological character) -- Poetry",gutenberg,https://www.gutenberg.org/ebooks/48895.epub3.images,https://www.gutenberg.org/ebooks/48895.epub3.images
literature_core,151,The Rime of the Ancient Mariner,"Coleridge, Samuel Taylor",en,1852,Poetry,gutenberg,https://www.gutenberg.org/ebooks/151.epub3.images,https://www.gutenberg.org/ebooks/151.epub3.images
literature_core,10607,The Real Mother Goose,Unknown,en,1851,Children's poetry; Nursery rhymes,gutenberg,https://www.gutenberg.org/ebooks/10607.epub3.images,https://www.gutenberg.org/ebooks/10607.epub3.images
literature_core,18897,The Epic of Gilgamish: A Fragment of the Gilgamish Legend in Old-Babylonian Cuneiform,"Langdon, Stephen",en,1847,"Epic poetry, Assyro-Babylonian -- Translations into English",gutenberg,https://www.gutenberg.org/ebooks/18897.epub3.images,https://www.gutenberg.org/ebooks/18897.epub3.images
literature_core,3735,The Inspector-General,"Gogol, Nikolai Vasilevich",en,1831,Comedy plays; Russia -- Social life and customs -- Drama; Russian drama -- Translations into English,gutenberg,https://www.gutenberg.org/ebooks/3735.epub3.images,https://www.gutenberg.org/ebooks/3735.epub3.images
literature_core,652,"Rasselas, Prince of Abyssinia","Johnson, Samuel",en,1821,Ethiopia -- Fiction; Happiness -- Fiction; Princes -- Fiction; Satire,gutenberg,https://www.gutenberg.org/ebooks/652.epub3.images,https://www.gutenberg.org/ebooks/652.epub3.images
literature_core,7100,"Adventures of Huckleberry Finn, Chapters 01 to 05","Twain, Mark",en,1814,"Adventure stories; Bildungsromans; Boys -- Fiction; Finn, Huckleberry (Fictitious character) -- Fiction; Fugitive slaves -- Fiction; Humorous stories; Male friendship -- Fiction; Mississippi River -- Fiction; Missouri -- Fiction; Race relations -- Fiction; Runaway children -- Fiction",gutenberg,https://www.gutenberg.org/ebooks/7100.epub3.images,https://www.gutenberg.org/ebooks/7100.epub3.images
literature_core,143,The Mayor of Casterbridge,"Hardy, Thomas",en,1807,Atonement -- Fiction; Fathers and daughters -- Fiction; Mayors -- Fiction; Men -- England -- Fiction; Psychological fiction; Runaway husbands -- Fiction; Wessex (England) -- Fiction,standardebooks,https://standardebooks.org/ebooks/thomas-hardy/the-mayor-of-casterbridge/downloads/thomas-hardy_the-mayor-of-casterbridge.epub?source=feed,https://www.gutenberg.org/ebooks/143.epub3.images
literature_core,3330,The Analects of Confucius (from the Chinese Classics),Confucius,en,1787,"Ethics -- China; Philosophy, Chinese",gutenberg,https://www.gutenberg.org/ebooks/3330.epub3.images,https://www.gutenberg.org/ebooks/3330.epub3.images
literature_core,19481,"""Everyman,"" with other interludes, including eight miracle plays",Unknown,en,1783,"Bible plays, English; English drama -- To 1500; Moralities, English; Mysteries and miracle-plays, English",gutenberg,https://www.gutenberg.org/ebooks/19481.epub3.images,https://www.gutenberg.org/ebooks/19481.epub3.images
literature_core,1365,The Complete Poetical Works of Henry Wadsworth Longfellow,"Longfellow, Henry Wadsworth",en,1773,American poetry,gutenberg,https://www.gutenberg.org/ebooks/1365.epub3.images,https://www.gutenberg.org/ebooks/1365.epub3.images
literature_core,59784,Index of the Project Gutenberg Works of Marcus Aurelius Antoninus,"Marcus Aurelius, Emperor of Rome",en,1767,Indexes,gutenberg,https://www.gutenberg.org/ebooks/59784.epub3.images,https://www.gutenberg.org/ebooks/59784.epub3.images
literature_core,968,Martin Chuzzlewit,"Dickens, Charles",en,1763,Adventure stories; Avarice -- Fiction; Bildungsromans; Black humor; British -- United States -- Fiction; England -- Fiction; Grandfathers -- Fiction; Satire; United States -- Description and travel -- Fiction; Young men -- Fiction,standardebooks,https://standardebooks.org/ebooks/charles-dickens/martin-chuzzlewit/downloads/charles-dickens_martin-chuzzlewit.epub?source=feed,https://www.gutenberg.org/ebooks/968.epub3.images
literature_core,1728,The Odyssey of Homer,Homer,en,1734,"Epic poetry, Greek -- Translations into English; Homer -- Translations into English; Odysseus, King of Ithaca (Mythological character)",standardebooks,https://standardebooks.org/ebooks/homer/the-odyssey/william-cullen-bryant/downloads/homer_the-odyssey_william-cullen-bryant.epub?source=feed,https://www.gutenberg.org/ebooks/1728.epub3.images
literature_core,9842,Y Gododin: A Poem of the Battle of Cattraeth,Aneirin,"cy,en",1691,"Cattraeth, Battle of, Catterick, England, ca. 600 -- Poetry",gutenberg,https://www.gutenberg.org/ebooks/9842.epub3.images,https://www.gutenberg.org/ebooks/9842.epub3.images
literature_core,57999,"The Tragedies of Seneca: Translated into English Verse, to Which Have Been Appended Comparative Analyses of the Corresponding Greek and Roman Plays, and a Mythological Index","Seneca, Lucius Annaeus",en,1637,"Mythology, Classical -- Drama; Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D. -- Translations into English",gutenberg,https://www.gutenberg.org/ebooks/57999.epub3.images,https://www.gutenberg.org/ebooks/57999.epub3.images
literature_core,28621,The Metamorphoses of Publius Ovidus Naso in English blank verse Vols. I & II,Ovid,en,1633,"Classical literature; Fables, Latin -- Translations into English; Latin poetry -- Translations into English; Metamorphosis -- Mythology -- Poetry; Mythology, Classical -- Poetry",gutenberg,https://www.gutenberg.org/ebooks/28621.epub3.images,https://www.gutenberg.org/ebooks/28621.epub3.images
literature_core,792,"Wieland; Or, The Transformation: An American Tale","Brown, Charles Brockden",en,1599,"Combustion, Spontaneous -- Fiction; Epistolary fiction; Fathers -- Death -- Fiction; Gothic fiction; Horror tales; Pennsylvania -- History -- Colonial period, ca. 1600-1775 -- Fiction; Psychological fiction; Radicals -- Fiction; Religious fanaticism -- Fiction; Siblings -- Fiction",gutenberg,https://www.gutenberg.org/ebooks/792.epub3.images,https://www.gutenberg.org/ebooks/792.epub3.images
literature_core,2267,Othello,"Shakespeare, William",en,1539,Interracial marriage -- Drama; Jealousy -- Drama; Muslims -- Drama; Othello (Fictitious character) -- Drama; Tragedies (Drama); Venice (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/othello/downloads/william-shakespeare_othello.epub?source=feed,https://www.gutenberg.org/ebooks/2267.epub3.images
literature_core,19860,The Arabian Nights Entertainments,Anonymous,en,1514,Fairy tales; Folklore -- Arab countries,gutenberg,https://www.gutenberg.org/ebooks/19860.epub3.images,https://www.gutenberg.org/ebooks/19860.epub3.images
literature_core,1965,Captain Blood,"Sabatini, Rafael",en,1465,Adventure stories; British -- Caribbean Area -- Fiction; Caribbean Area -- Fiction; Historical fiction; Physicians -- Fiction; Pirates -- Fiction; Sea stories,standardebooks,https://standardebooks.org/ebooks/rafael-sabatini/captain-blood/downloads/rafael-sabatini_captain-blood.epub?source=feed,https://www.gutenberg.org/ebooks/1965.epub3.images
literature_core,95,The prisoner of Zenda,"Hope, Anthony",en,1313,Adventure stories; British -- Foreign countries -- Fiction; Impostors and imposture -- Fiction; Kings and rulers -- Fiction; Love stories; Political kidnapping -- Fiction,standardebooks,https://standardebooks.org/ebooks/anthony-hope/the-prisoner-of-zenda/downloads/anthony-hope_the-prisoner-of-zenda.epub?source=feed,https://www.gutenberg.org/ebooks/95.epub3.images
literature_core,26740,The Picture of Dorian Gray,"Wilde, Oscar",en,1307,"Appearance (Philosophy) -- Fiction; Conduct of life -- Fiction; Didactic fiction; Great Britain -- History -- Victoria, 1837-1901 -- Fiction; London (England) -- History -- 1800-1950 -- Fiction; Paranormal fiction; Portraits -- Fiction; Supernatural -- Fiction",standardebooks,https://standardebooks.org/ebooks/oscar-wilde/the-picture-of-dorian-gray/downloads/oscar-wilde_the-picture-of-dorian-gray.epub?source=feed,https://www.gutenberg.org/ebooks/26740.epub3.images
literature_core,1539,The Winter's Tale,"Shakespeare, William",en,1302,Castaways -- Drama; Fathers and daughters -- Drama; Married people -- Drama; Sicily (Italy) -- Kings and rulers -- Drama; Tragicomedy,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-winters-tale/downloads/william-shakespeare_the-winters-tale.epub?source=feed,https://www.gutenberg.org/ebooks/1539.epub3.images
literature_core,232,The Georgics,Virgil,en,1233,"Agriculture -- Poetry; Didactic poetry, Latin -- Translations into English",standardebooks,https://standardebooks.org/ebooks/virgil/the-georgics/john-dryden/downloads/virgil_the-georgics_john-dryden.epub?source=feed,https://www.gutenberg.org/ebooks/232.epub3.images
literature_core,3154,The Surprising Adventures of Baron Munchausen,"Raspe, Rudolf Erich",en,1219,"Humorous stories; Tall tales; Voyages and travels -- Fiction; Voyages, Imaginary -- Fiction",standardebooks,https://standardebooks.org/ebooks/rudolph-erich-raspe/the-surprising-adventures-of-baron-munchausen/downloads/rudolph-erich-raspe_the-surprising-adventures-of-baron-munchausen.epub?source=feed,https://www.gutenberg.org/ebooks/3154.epub3.images
literature_core,61596,The Aeneid of Virgil,Virgil,en,1157,"Aeneas (Legendary character) -- Poetry; Epic poetry, Latin -- Translations into English; Legends -- Rome -- Poetry",standardebooks,https://standardebooks.org/ebooks/virgil/the-aeneid/john-dryden/downloads/virgil_the-aeneid_john-dryden.epub?source=feed,https://www.gutenberg.org/ebooks/61596.epub3.images
literature_core,22382,The Iliad,Homer,en,1152,"Achilles (Mythological character); Epic poetry, Greek -- Translations into English; Trojan War",standardebooks,https://standardebooks.org/ebooks/homer/the-iliad/william-cullen-bryant/downloads/homer_the-iliad_william-cullen-bryant.epub?source=feed,https://www.gutenberg.org/ebooks/22382.epub3.images
literature_core,2243,The Merchant of Venice,"Shakespeare, William",en,1117,Comedy plays; Jews -- Italy -- Drama; Moneylenders -- Drama; Venice (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-merchant-of-venice/downloads/william-shakespeare_the-merchant-of-venice.epub?source=feed,https://www.gutenberg.org/ebooks/2243.epub3.images
literature_core,2027,"Tartuffe; Or, The Hypocrite",Molière,en,1031,Comedy plays; French drama -- 17th century -- Translations into English,standardebooks,https://standardebooks.org/ebooks/moliere/tartuffe/curtis-hidden-page/downloads/moliere_tartuffe_curtis-hidden-page.epub?source=feed,https://www.gutenberg.org/ebooks/2027.epub3.images
literature_core,615,Orlando Furioso,"Ariosto, Lodovico",en,1028,"Epic poetry, Italian -- Translations into English; Knights and knighthood -- Poetry; Roland (Legendary character) -- Romances",standardebooks,https://standardebooks.org/ebooks/ludovico-ariosto/orlando-furioso/william-stewart-rose/downloads/ludovico-ariosto_orlando-furioso_william-stewart-rose.epub?source=feed,https://www.gutenberg.org/ebooks/615.epub3.images
literature_core,2265,Hamlet,"Shakespeare, William",en,1013,Denmark -- Drama; Fathers -- Death -- Drama; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Princes -- Drama; Revenge -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/hamlet/downloads/william-shakespeare_hamlet.epub?source=feed,https://www.gutenberg.org/ebooks/2265.epub3.images
literature_core,1329,A Voyage to Arcturus,"Lindsay, David",en,973,Life on other planets -- Fiction; Psychological fiction; Quests (Expeditions) -- Fiction; Science fiction,standardebooks,https://standardebooks.org/ebooks/david-lindsay/a-voyage-to-arcturus/downloads/david-lindsay_a-voyage-to-arcturus.epub?source=feed,https://www.gutenberg.org/ebooks/1329.epub3.images
literature_core,64365,Anne of Green Gables,"Montgomery, L. M. (Lucy Maud)",en,955,"Bildungsromans; Canada -- History -- 1867-1914 -- Fiction; Country life -- Prince Edward Island -- Fiction; Friendship -- Fiction; Girls -- Fiction; Islands -- Fiction; Orphans -- Fiction; Prince Edward Island -- History -- 20th century -- Fiction; Shirley, Anne (Fictitious character) -- Fiction",standardebooks,https://standardebooks.org/ebooks/l-m-montgomery/anne-of-green-gables/downloads/l-m-montgomery_anne-of-green-gables.epub?source=feed,https://www.gutenberg.org/ebooks/64365.epub3.images
literature_core,1666,The Golden Asse,Apuleius,en,943,Classical literature; Metamorphosis -- Fiction,standardebooks,https://standardebooks.org/ebooks/apuleius/the-golden-ass/william-adlington/downloads/apuleius_the-golden-ass_william-adlington.epub?source=feed,https://www.gutenberg.org/ebooks/1666.epub3.images
literature_core,6150,The Iliad,Homer,en,942,"Achilles (Mythological character) -- Poetry; Classical literature; Epic poetry, Greek -- Translations into English; Trojan War -- Poetry",standardebooks,https://standardebooks.org/ebooks/homer/the-iliad/william-cullen-bryant/downloads/homer_the-iliad_william-cullen-bryant.epub?source=feed,https://www.gutenberg.org/ebooks/6150.epub3.images
literature_core,27780,Treasure Island,"Stevenson, Robert Louis",en,931,Pirates -- Fiction; Sea stories; Treasure Island (Imaginary place) -- Fiction; Treasure troves -- Fiction,standardebooks,https://standardebooks.org/ebooks/robert-louis-stevenson/treasure-island/downloads/robert-louis-stevenson_treasure-island.epub?source=feed,https://www.gutenberg.org/ebooks/27780.epub3.images
literature_core,3059,The Iliad,Homer,en,898,"Achilles (Mythological character); Epic poetry, Greek -- Translations into English; Trojan War",standardebooks,https://standardebooks.org/ebooks/homer/the-iliad/william-cullen-bryant/downloads/homer_the-iliad_william-cullen-bryant.epub?source=feed,https://www.gutenberg.org/ebooks/3059.epub3.images
literature_core,1787,Hamlet,"Shakespeare, William",en,844,Denmark -- Drama; Fathers -- Death -- Drama; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Princes -- Drama; Revenge -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/hamlet/downloads/william-shakespeare_hamlet.epub?source=feed,https://www.gutenberg.org/ebooks/1787.epub3.images
literature_core,8387,Hunger,"Hamsun, Knut",en,833,Authors -- Fiction; Hunger -- Fiction; Norway -- Fiction; Starvation -- Fiction; Urban poor -- Fiction,standardebooks,https://standardebooks.org/ebooks/knut-hamsun/hunger/george-egerton/downloads/knut-hamsun_hunger_george-egerton.epub?source=feed,https://www.gutenberg.org/ebooks/8387.epub3.images
literature_core,8993,The Mysterious Island,"Verne, Jules",en,765,Adventure stories; Castaways -- Fiction; Islands of the Pacific -- Fiction; Science fiction,standardebooks,https://standardebooks.org/ebooks/jules-verne/the-mysterious-island/stephen-w-white/downloads/jules-verne_the-mysterious-island_stephen-w-white.epub?source=feed,https://www.gutenberg.org/ebooks/8993.epub3.images
literature_core,2263,Julius Caesar,"Shakespeare, William",en,661,"Assassins -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Conspiracies -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/julius-caesar/downloads/william-shakespeare_julius-caesar.epub?source=feed,https://www.gutenberg.org/ebooks/2263.epub3.images
literature_core,1122,Hamlet,"Shakespeare, William",en,655,Denmark -- Drama; Fathers -- Death -- Drama; Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Princes -- Drama; Revenge -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/hamlet/downloads/william-shakespeare_hamlet.epub?source=feed,https://www.gutenberg.org/ebooks/1122.epub3.images
literature_core,1540,The Tempest,"Shakespeare, William",en,623,Fathers and daughters -- Drama; Islands -- Drama; Magicians -- Drama; Political refugees -- Drama; Shipwreck victims -- Drama; Spirits -- Drama; Tragicomedy,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-tempest/downloads/william-shakespeare_the-tempest.epub?source=feed,https://www.gutenberg.org/ebooks/1540.epub3.images
literature_core,62687,The Arabian Nights' Entertainments,Anonymous,en,605,Fairy tales; Tales -- Arab countries,gutenberg,https://www.gutenberg.org/ebooks/62687.epub3.images,https://www.gutenberg.org/ebooks/62687.epub3.images
literature_core,1121,As You Like It,"Shakespeare, William",en,560,Comedy plays; Exiles -- Drama; Fathers and daughters -- Drama; Pastoral drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/as-you-like-it/downloads/william-shakespeare_as-you-like-it.epub?source=feed,https://www.gutenberg.org/ebooks/1121.epub3.images
literature_core,47518,The Tempest,"Shakespeare, William",en,546,Fathers and daughters -- Drama; Islands -- Drama; Magicians -- Drama; Political refugees -- Drama; Shipwreck victims -- Drama; Spirits -- Drama; Tragicomedy,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-tempest/downloads/william-shakespeare_the-tempest.epub?source=feed,https://www.gutenberg.org/ebooks/47518.epub3.images
literature_core,1535,Coriolanus,"Shakespeare, William",en,531,"Coriolanus, Cnaeus Marcius -- Drama; Generals -- Drama; Rome -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/coriolanus/downloads/william-shakespeare_coriolanus.epub?source=feed,https://www.gutenberg.org/ebooks/1535.epub3.images
literature_core,1507,Titus Andronicus,"Shakespeare, William",en,499,"Andronicus, Titus (Legendary character) -- Drama; Generals -- Drama; Goths -- Drama; Historical drama; Rome -- History -- Germanic invasions, 3rd-6th centuries -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/titus-andronicus/downloads/william-shakespeare_titus-andronicus.epub?source=feed,https://www.gutenberg.org/ebooks/1507.epub3.images
literature_core,2005,Piccadilly Jim,"Wodehouse, P. G. (Pelham Grenville)",en,477,"Humorous stories; Piccadilly (London, England) -- Fiction",standardebooks,https://standardebooks.org/ebooks/p-g-wodehouse/piccadilly-jim/downloads/p-g-wodehouse_piccadilly-jim.epub?source=feed,https://www.gutenberg.org/ebooks/2005.epub3.images
literature_core,1530,Measure for Measure,"Shakespeare, William",en,474,Chastity -- Drama; Comedy plays; Siblings -- Drama; Vienna (Austria) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/measure-for-measure/downloads/william-shakespeare_measure-for-measure.epub?source=feed,https://www.gutenberg.org/ebooks/1530.epub3.images
literature_core,4709,Brewster's Millions,"McCutcheon, George Barr",en,449,Bildungsromans; Humorous stories; Inheritance and succession -- Fiction; Millionaires -- Fiction; Young men -- Fiction,standardebooks,https://standardebooks.org/ebooks/george-barr-mccutcheon/brewsters-millions/downloads/george-barr-mccutcheon_brewsters-millions.epub?source=feed,https://www.gutenberg.org/ebooks/4709.epub3.images
literature_core,1114,The Merchant of Venice,"Shakespeare, William",en,447,Comedy plays; Jews -- Italy -- Drama; Moneylenders -- Drama; Venice (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-merchant-of-venice/downloads/william-shakespeare_the-merchant-of-venice.epub?source=feed,https://www.gutenberg.org/ebooks/1114.epub3.images
literature_core,1120,Julius Caesar,"Shakespeare, William",en,412,"Assassins -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Conspiracies -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/julius-caesar/downloads/william-shakespeare_julius-caesar.epub?source=feed,https://www.gutenberg.org/ebooks/1120.epub3.images
literature_core,1785,Julius Caesar,"Shakespeare, William",en,410,"Assassins -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Conspiracies -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/julius-caesar/downloads/william-shakespeare_julius-caesar.epub?source=feed,https://www.gutenberg.org/ebooks/1785.epub3.images
literature_core,2245,The Taming of the Shrew,"Shakespeare, William",en,381,Comedy plays; Man-woman relationships -- Drama; Married people -- Drama; Padua (Italy) -- Drama; Sex role -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-taming-of-the-shrew/downloads/william-shakespeare_the-taming-of-the-shrew.epub?source=feed,https://www.gutenberg.org/ebooks/2245.epub3.images
literature_core,2244,As You Like It,"Shakespeare, William",en,371,Comedy plays; Exiles -- Drama; Fathers and daughters -- Drama; Pastoral drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/as-you-like-it/downloads/william-shakespeare_as-you-like-it.epub?source=feed,https://www.gutenberg.org/ebooks/2244.epub3.images
literature_core,1127,Othello,"Shakespeare, William",en,370,Interracial marriage -- Drama; Jealousy -- Drama; Muslims -- Drama; Othello (Fictitious character) -- Drama; Tragedies (Drama); Venice (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/othello/downloads/william-shakespeare_othello.epub?source=feed,https://www.gutenberg.org/ebooks/1127.epub3.images
literature_core,1107,The Taming of the Shrew,"Shakespeare, William",en,368,Comedy plays; Man-woman relationships -- Drama; Married people -- Drama; Padua (Italy) -- Drama; Sex role -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-taming-of-the-shrew/downloads/william-shakespeare_the-taming-of-the-shrew.epub?source=feed,https://www.gutenberg.org/ebooks/1107.epub3.images
literature_core,2262,Timon of Athens,"Shakespeare, William",en,351,Athens (Greece) -- Drama; Timon of Athens (Legendary character) -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/timon-of-athens/downloads/william-shakespeare_timon-of-athens.epub?source=feed,https://www.gutenberg.org/ebooks/2262.epub3.images
literature_core,1106,Titus Andronicus,"Shakespeare, William",en,331,"Andronicus, Titus (Legendary character) -- Drama; Generals -- Drama; Goths -- Drama; Historical drama; Rome -- History -- Germanic invasions, 3rd-6th centuries -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/titus-andronicus/downloads/william-shakespeare_titus-andronicus.epub?source=feed,https://www.gutenberg.org/ebooks/1106.epub3.images
literature_core,1536,Timon of Athens,"Shakespeare, William",en,326,Athens (Greece) -- Drama; Timon of Athens (Legendary character) -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/timon-of-athens/downloads/william-shakespeare_timon-of-athens.epub?source=feed,https://www.gutenberg.org/ebooks/1536.epub3.images
literature_core,1538,Cymbeline,"Shakespeare, William",en,322,"Britons -- Kings and rulers -- Drama; Fathers and daughters -- Drama; Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama; Married people -- Drama; Tragicomedy",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/cymbeline/downloads/william-shakespeare_cymbeline.epub?source=feed,https://www.gutenberg.org/ebooks/1538.epub3.images
literature_core,1125,All's Well That Ends Well,"Shakespeare, William",en,312,Comedy plays; Florence (Italy) -- Drama; Married women -- Drama; Runaway husbands -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/alls-well-that-ends-well/downloads/william-shakespeare_alls-well-that-ends-well.epub?source=feed,https://www.gutenberg.org/ebooks/1125.epub3.images
literature_core,1135,The Tempest,"Shakespeare, William",en,306,Fathers and daughters -- Drama; Islands -- Drama; Magicians -- Drama; Political refugees -- Drama; Shipwreck victims -- Drama; Spirits -- Drama; Tragicomedy,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-tempest/downloads/william-shakespeare_the-tempest.epub?source=feed,https://www.gutenberg.org/ebooks/1135.epub3.images
literature_core,1108,The Two Gentlemen of Verona,"Shakespeare, William",en,304,Comedy plays; Exiles -- Drama; Triangles (Interpersonal relations) -- Drama; Verona (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-two-gentlemen-of-verona/downloads/william-shakespeare_the-two-gentlemen-of-verona.epub?source=feed,https://www.gutenberg.org/ebooks/1108.epub3.images
literature_core,44105,"The Arabian Nights, Volume 3 (of 4)",Anonymous,en,299,Arabs -- Folklore; Fairy tales; Folklore -- Arab countries,gutenberg,https://www.gutenberg.org/ebooks/44105.epub3.images,https://www.gutenberg.org/ebooks/44105.epub3.images
literature_core,2259,Coriolanus,"Shakespeare, William",en,295,"Coriolanus, Cnaeus Marcius -- Drama; Generals -- Drama; Rome -- Drama; Tragedies (Drama)",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/coriolanus/downloads/william-shakespeare_coriolanus.epub?source=feed,https://www.gutenberg.org/ebooks/2259.epub3.images
literature_core,76692,Hunger,"Hamsun, Knut",en,294,Authors -- Fiction; Hunger -- Fiction; Norway -- Fiction; Starvation -- Fiction; Urban poor -- Fiction,standardebooks,https://standardebooks.org/ebooks/knut-hamsun/hunger/george-egerton/downloads/knut-hamsun_hunger_george-egerton.epub?source=feed,https://www.gutenberg.org/ebooks/76692.epub3.images
literature_core,1133,Cymbeline,"Shakespeare, William",en,289,"Britons -- Kings and rulers -- Drama; Fathers and daughters -- Drama; Great Britain -- History -- Roman period, 55 B.C.-449 A.D. -- Drama; Married people -- Drama; Tragicomedy",standardebooks,https://standardebooks.org/ebooks/william-shakespeare/cymbeline/downloads/william-shakespeare_cymbeline.epub?source=feed,https://www.gutenberg.org/ebooks/1133.epub3.images
literature_core,2248,The Winter's Tale,"Shakespeare, William",en,272,Castaways -- Drama; Fathers and daughters -- Drama; Married people -- Drama; Sicily (Italy) -- Kings and rulers -- Drama; Tragicomedy,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-winters-tale/downloads/william-shakespeare_the-winters-tale.epub?source=feed,https://www.gutenberg.org/ebooks/2248.epub3.images
literature_core,8246,The World English Bible (WEB): Psalms,Anonymous,en,270,Bible. Psalms,gutenberg,https://www.gutenberg.org/ebooks/8246.epub3.images,https://www.gutenberg.org/ebooks/8246.epub3.images
literature_core,1126,Measure for Measure,"Shakespeare, William",en,255,Chastity -- Drama; Comedy plays; Siblings -- Drama; Vienna (Austria) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/measure-for-measure/downloads/william-shakespeare_measure-for-measure.epub?source=feed,https://www.gutenberg.org/ebooks/1126.epub3.images
literature_core,2246,All's Well That Ends Well,"Shakespeare, William",en,251,Comedy plays; Florence (Italy) -- Drama; Married women -- Drama; Runaway husbands -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/alls-well-that-ends-well/downloads/william-shakespeare_alls-well-that-ends-well.epub?source=feed,https://www.gutenberg.org/ebooks/2246.epub3.images
literature_core,2236,The Two Gentlemen of Verona,"Shakespeare, William",en,249,Comedy plays; Exiles -- Drama; Triangles (Interpersonal relations) -- Drama; Verona (Italy) -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/the-two-gentlemen-of-verona/downloads/william-shakespeare_the-two-gentlemen-of-verona.epub?source=feed,https://www.gutenberg.org/ebooks/2236.epub3.images
literature_core,1774,Love's Labour's Lost,"Shakespeare, William",en,240,Comedy plays; Courts and courtiers -- Drama; Navarre (Kingdom) -- Drama; Princesses -- Drama,standardebooks,https://standardebooks.org/ebooks/william-shakespeare/loves-labours-lost/downloads/william-shakespeare_loves-labours-lost.epub?source=feed,https://www.gutenberg.org/ebooks/1774.epub3.images
literature_core,1132,Timon of Athens,"Shakespeare, William",en,235,Athens (Greece) -- Drama; Timon of Athens (Legendary character) -- Drama; Tragedies (Drama),standardebooks,https://standardebooks.org/ebooks/william-shakespeare/timon-of-athens/downloads/william-shakespeare_timon-of-athens.epub?source=feed,https://www.gutenberg.org/ebooks/1132.epub3.images
