domain,gut_id,title,authors,languages,downloads,subjects,preferred_source,preferred_url,gutenberg_epub_url
economics_social,46333,The social contract & discourses,"Rousseau, Jean-Jacques",en,4513,Economics; Political science -- Early works to 1800; Social contract,gutenberg,https://www.gutenberg.org/ebooks/46333.epub3.images,https://www.gutenberg.org/ebooks/46333.epub3.images
economics_social,6737,The Social Cancer: A Complete English Version of Noli Me Tangere,"Rizal, José",en,4398,Historical fiction; Philippines -- History -- 1812-1898 -- Fiction,gutenberg,https://www.gutenberg.org/ebooks/6737.epub3.images,https://www.gutenberg.org/ebooks/6737.epub3.images
economics_social,6867,"Lineage, Life and Labors of José Rizal, Philippine Patriot","Craig, Austin",en,2728,"Rizal, José, 1861-1896",gutenberg,https://www.gutenberg.org/ebooks/6867.epub3.images,https://www.gutenberg.org/ebooks/6867.epub3.images
economics_social,22815,"The Philippine Islands: A Political, Geographical, Ethnographical, Social and Commercial History of the Philippine Archipelago, Embracing the Whole Period of Spanish Rule","Foreman, John, F.R.G.S.",en,2595,Philippines,gutenberg,https://www.gutenberg.org/ebooks/22815.epub3.images,https://www.gutenberg.org/ebooks/22815.epub3.images
economics_social,28496,Introduction to the Science of Sociology,"Park, Robert Ezra, Burgess, E. W. (Ernest Watson)",en,2429,Sociology,gutenberg,https://www.gutenberg.org/ebooks/28496.epub3.images,https://www.gutenberg.org/ebooks/28496.epub3.images
economics_social,40865,Paris and the Social Revolution: A Study of the Revolutionary Elements in the Various Classes of Parisian Society,"Sanborn, Alvan F. (Alvan Francis)",en,2130,"Anarchism -- France; Paris (France) -- Politics and government; Quartier latin (Paris, France); Revolutions; Socialism -- France",gutenberg,https://www.gutenberg.org/ebooks/40865.epub3.images,https://www.gutenberg.org/ebooks/40865.epub3.images
economics_social,41386,Human Nature and Conduct: An introduction to social psychology,"Dewey, John",en,2108,Habit; Social psychology,gutenberg,https://www.gutenberg.org/ebooks/41386.epub3.images,https://www.gutenberg.org/ebooks/41386.epub3.images
economics_social,68291,"Studying the short-story: Sixteen short-story classics with introductions, notes and a new laboratory study method for individual reading and use in colleges and schools.",Unknown,en,2000,Short stories; Short story,gutenberg,https://www.gutenberg.org/ebooks/68291.epub3.images,https://www.gutenberg.org/ebooks/68291.epub3.images
economics_social,3190,1601: Conversation as it was by the Social Fireside in the Time of the Tudors,"Twain, Mark",en,1877,"Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction; Imaginary conversations; Raleigh, Walter, Sir, 1552?-1618 -- Fiction; Satire",gutenberg,https://www.gutenberg.org/ebooks/3190.epub3.images,https://www.gutenberg.org/ebooks/3190.epub3.images
economics_social,1696,The Club of Queer Trades,"Chesterton, G. K. (Gilbert Keith)",en,529,"Detective and mystery stories, English; Private investigators -- England -- London -- Fiction",standardebooks,https://standardebooks.org/ebooks/g-k-chesterton/the-club-of-queer-trades/downloads/g-k-chesterton_the-club-of-queer-trades.epub?source=feed,https://www.gutenberg.org/ebooks/1696.epub3.images
engineering,80,The Online World,"De Presno, Odd",en,4046,Internet,gutenberg,https://www.gutenberg.org/ebooks/80.epub3.images,https://www.gutenberg.org/ebooks/80.epub3.images
engineering,34562,John Deere's Steel Plow,"Kendall, Edward C.",en,4023,"Deere, John, 1804-1886; Plows",gutenberg,https://www.gutenberg.org/ebooks/34562.epub3.images,https://www.gutenberg.org/ebooks/34562.epub3.images
engineering,41538,The Progress of Invention in the Nineteenth Century.,"Byrn, Edward W. (Edward Wright)",en,3275,Inventions -- History; Inventions -- History -- 19th century,gutenberg,https://www.gutenberg.org/ebooks/41538.epub3.images,https://www.gutenberg.org/ebooks/41538.epub3.images
engineering,38015,"De Re Metallica, Translated from the First Latin Edition of 1556","Agricola, Georg",en,3124,Metallurgy -- Early works to 1800; Mineral industries -- Early works to 1800; Paleontology -- Early works to 1800; Zoology -- Pre-Linnaean works,gutenberg,https://www.gutenberg.org/ebooks/38015.epub3.images,https://www.gutenberg.org/ebooks/38015.epub3.images
engineering,46216,Carriages & Coaches: Their History & Their Evolution,"Straus, Ralph",en,2885,Carriages and carts,gutenberg,https://www.gutenberg.org/ebooks/46216.epub3.images,https://www.gutenberg.org/ebooks/46216.epub3.images
engineering,54360,The Silicon Jungle,"Rothman, David H.",en,2782,Computers -- Miscellanea,gutenberg,https://www.gutenberg.org/ebooks/54360.epub3.images,https://www.gutenberg.org/ebooks/54360.epub3.images
engineering,56777,The Evolution of Naval Armament,"Robertson, Frederick Leslie",en,2624,"Naval art and science -- History; Ordnance, Naval -- History; Warships -- History",gutenberg,https://www.gutenberg.org/ebooks/56777.epub3.images,https://www.gutenberg.org/ebooks/56777.epub3.images
engineering,36776,Inventions in the century,"Doolittle, William H. (William Henry)",en,2512,Inventions,gutenberg,https://www.gutenberg.org/ebooks/36776.epub3.images,https://www.gutenberg.org/ebooks/36776.epub3.images
engineering,51034,"The Invention of Printing.: A Collection of Facts and Opinions, Descriptive of Early Prints and Playing Cards, the Block-Books of the Fifteenth Century, the Legend of Lourens Janszoon Coster, of Haarlem, and the Work of John Gutenberg and His Associates","De Vinne, Theodore Low",en,2419,Incunabula -- Bibliography; Printing -- History -- Origin and antecedents,gutenberg,https://www.gutenberg.org/ebooks/51034.epub3.images,https://www.gutenberg.org/ebooks/51034.epub3.images
engineering,73887,Modern ships of war,"Reed, Edward J. (Edward James), Sir, Simpson, Edward",en,2373,Navies; Warships,gutenberg,https://www.gutenberg.org/ebooks/73887.epub3.images,https://www.gutenberg.org/ebooks/73887.epub3.images
engineering,66482,Highways and Highway Transportation,"Chatburn, George R.",en,2355,Roads; Transportation,gutenberg,https://www.gutenberg.org/ebooks/66482.epub3.images,https://www.gutenberg.org/ebooks/66482.epub3.images
engineering,72847,Steam-ships : $b The story of their development to the present day,"Fletcher, R. A.",en,2332,Shipbuilding; Steamboats,gutenberg,https://www.gutenberg.org/ebooks/72847.epub3.images,https://www.gutenberg.org/ebooks/72847.epub3.images
engineering,58444,The Modern Bicycle and Its Accessories,"Schwalbach, Alex, Wilcox, Julius",en,2110,Bicycles,gutenberg,https://www.gutenberg.org/ebooks/58444.epub3.images,https://www.gutenberg.org/ebooks/58444.epub3.images
engineering,57532,Passages from the Life of a Philosopher,"Babbage, Charles",en,2073,"Babbage, Charles, 1791-1871; Mathematicians -- Great Britain -- Biography",gutenberg,https://www.gutenberg.org/ebooks/57532.epub3.images,https://www.gutenberg.org/ebooks/57532.epub3.images
engineering,46134,"Garden Cities of To-Morrow: Being the Second Edition of ""To-Morrow: a Peaceful Path to Real Reform""","Howard, Ebenezer, Sir",en,1963,Garden cities,gutenberg,https://www.gutenberg.org/ebooks/46134.epub3.images,https://www.gutenberg.org/ebooks/46134.epub3.images
engineering,40782,Smithsonian Institution - United States National Museum - Bulletin 240: Contributions From the Museum of History and Technology; Papers 34-44 on Science and Technology,Museum of History and Technology (U.S.),en,1835,Science -- History; Technology -- History,gutenberg,https://www.gutenberg.org/ebooks/40782.epub3.images,https://www.gutenberg.org/ebooks/40782.epub3.images
engineering,46229,The Life of George Stephenson and of his Son Robert Stephenson: Comprising Also a History of the Invention and Introduction of the Railway Locomotive,"Smiles, Samuel",en,1825,"Locomotives -- History; Railroads -- Great Britain -- History; Stephenson, George, 1781-1848; Stephenson, Robert, 1803-1859",gutenberg,https://www.gutenberg.org/ebooks/46229.epub3.images,https://www.gutenberg.org/ebooks/46229.epub3.images
engineering,42438,"The Rise of Rail-Power in War and Conquest, 1833-1914","Pratt, Edwin A.",en,1775,"Railroads; Transportation, Military",gutenberg,https://www.gutenberg.org/ebooks/42438.epub3.images,https://www.gutenberg.org/ebooks/42438.epub3.images
engineering,39272,"The inventions, researches and writings of Nikola Tesla: With special reference to his work in polyphase currents and high potential lighting","Martin, Thomas Commerford",en,1768,"Electric currents, Alternating; Electrical engineering",gutenberg,https://www.gutenberg.org/ebooks/39272.epub3.images,https://www.gutenberg.org/ebooks/39272.epub3.images
engineering,820,Edison: His Life and Inventions,"Dyer, Frank Lewis, Martin, Thomas Commerford",en,1676,"Edison, Thomas A. (Thomas Alva), 1847-1931; Inventors -- United States -- Biography",gutenberg,https://www.gutenberg.org/ebooks/820.epub3.images,https://www.gutenberg.org/ebooks/820.epub3.images
engineering,60794,"The Story of the Typewriter, 1873-1923",Herkimer County Historical Society,en,1658,Typewriters -- History,gutenberg,https://www.gutenberg.org/ebooks/60794.epub3.images,https://www.gutenberg.org/ebooks/60794.epub3.images
engineering,44585,"The Boy Mechanic, Book 2: 1000 Things for Boys to Do",Unknown,en,1647,Handicraft; Handicraft for boys,gutenberg,https://www.gutenberg.org/ebooks/44585.epub3.images,https://www.gutenberg.org/ebooks/44585.epub3.images
engineering,27238,Woodworking Tools 1600-1900,"Welsh, Peter C.",en,1601,Woodworking tools -- History,gutenberg,https://www.gutenberg.org/ebooks/27238.epub3.images,https://www.gutenberg.org/ebooks/27238.epub3.images
engineering,71954,Field artillery materiel,Unknown,en,1550,"Artillery, Field and mountain",gutenberg,https://www.gutenberg.org/ebooks/71954.epub3.images,https://www.gutenberg.org/ebooks/71954.epub3.images
engineering,52069,Lives of Boulton and Watt. Principally from the Original Soho Mss.: Comprising also a history of the invention and introduction of the steam engine,"Smiles, Samuel",en,1527,"Boulton, Matthew, 1728-1809; Steam-engines -- History; Watt, James, 1736-1819",gutenberg,https://www.gutenberg.org/ebooks/52069.epub3.images,https://www.gutenberg.org/ebooks/52069.epub3.images
history_bio,57724,"A Cyclopaedia of Canadian Biography: Being Chiefly Men of the Time: A Collection of Persons Distinguished in Professional and Political Life, Leaders in the Commerce and Industry of Canada, and Successful Pioneers",Unknown,en,11507,Canada -- Biography; Canada -- Biography -- Dictionaries,gutenberg,https://www.gutenberg.org/ebooks/57724.epub3.images,https://www.gutenberg.org/ebooks/57724.epub3.images
history_bio,7142,The History of the Peloponnesian War,Thucydides,en,10553,"Greece -- History -- Peloponnesian War, 431-404 B.C.",gutenberg,https://www.gutenberg.org/ebooks/7142.epub3.images,https://www.gutenberg.org/ebooks/7142.epub3.images
history_bio,45249,"The History of Signboards, from the Earliest times to the Present Day","Hotten, John Camden, Larwood, Jacob",en,9030,Inn signs -- England -- History; Signs and signboards -- History,gutenberg,https://www.gutenberg.org/ebooks/45249.epub3.images,https://www.gutenberg.org/ebooks/45249.epub3.images
history_bio,25717,The History of the Decline and Fall of the Roman Empire: Table of Contents with links in the HTML file to the two Project Gutenberg editions (12 volumes),"Gibbon, Edward",en,7739,"Byzantine Empire -- History -- To 527; Indexes; Rome -- History -- Empire, 30 B.C.-476 A.D.",gutenberg,https://www.gutenberg.org/ebooks/25717.epub3.images,https://www.gutenberg.org/ebooks/25717.epub3.images
history_bio,29728,Cookery and Dining in Imperial Rome,Apicius,en,7046,"Cookbooks; Cooking, Roman -- Early works to 1800",gutenberg,https://www.gutenberg.org/ebooks/29728.epub3.images,https://www.gutenberg.org/ebooks/29728.epub3.images
history_bio,22381,Myths and Legends of Ancient Greece and Rome,"Berens, E. M.",en,7030,"Mythology, Classical",gutenberg,https://www.gutenberg.org/ebooks/22381.epub3.images,https://www.gutenberg.org/ebooks/22381.epub3.images
history_bio,77145,The history of witchcraft and demonology,"Summers, Montague",en,6650,Demonology; Demonology -- History; Witchcraft; Witchcraft -- History,gutenberg,https://www.gutenberg.org/ebooks/77145.epub3.images,https://www.gutenberg.org/ebooks/77145.epub3.images
history_bio,35690,Omens and Superstitions of Southern India,"Thurston, Edgar",en,6281,"Dravidians -- Folklore; Folklore -- India; Occultism -- India, South; Omens; Superstition -- India, South",gutenberg,https://www.gutenberg.org/ebooks/35690.epub3.images,https://www.gutenberg.org/ebooks/35690.epub3.images
history_bio,44028,"The Every Day Book of History and Chronology: Embracing the Anniversaries of Memorable Persons and Events in Every Period and State of the World, from the Creation to the Present Time","Munsell, Joel",en,5837,"Chronology, Historical",gutenberg,https://www.gutenberg.org/ebooks/44028.epub3.images,https://www.gutenberg.org/ebooks/44028.epub3.images
history_bio,38326,Bede's Ecclesiastical History of England,"Bede, the Venerable, Saint",en,5365,England -- Church history -- 449-1066,gutenberg,https://www.gutenberg.org/ebooks/38326.epub3.images,https://www.gutenberg.org/ebooks/38326.epub3.images
history_bio,61240,History of Botany (1530-1860),"Sachs, Julius",en,5182,Botany -- History,gutenberg,https://www.gutenberg.org/ebooks/61240.epub3.images,https://www.gutenberg.org/ebooks/61240.epub3.images
history_bio,60086,"The Boy Travellers in The Russian Empire: Adventures of Two Youths in a Journey in European and Asiatic Russia, with Accounts of a Tour across Siberia, Voyages on the Amoor, Volga, and Other Rivers, a Visit to Central Asia, Travels among the Exiles, and a Historical Sketch of the Empire from Its Foundation to the Present Time","Knox, Thomas Wallace",en,5123,Adventure stories; Children -- Conduct of life -- Juvenile fiction; Conduct of life -- Juvenile fiction; Exiles -- Juvenile fiction; Friendship -- Juvenile fiction; Natural history -- Juvenile fiction; Rivers -- Juvenile fiction; Russia -- History -- Juvenile fiction; Voyages and travels -- Juvenile fiction,gutenberg,https://www.gutenberg.org/ebooks/60086.epub3.images,https://www.gutenberg.org/ebooks/60086.epub3.images
history_bio,7452,Autobiography of a Yogi,"Yogananda, Paramahansa",en,4978,"Yogananda, Paramahansa, 1893-1952; Yogis -- India -- Biography",gutenberg,https://www.gutenberg.org/ebooks/7452.epub3.images,https://www.gutenberg.org/ebooks/7452.epub3.images
history_bio,13529,"The Influence of Sea Power Upon History, 1660-1783","Mahan, A. T. (Alfred Thayer)",en,4975,"Naval history, Modern; Sea-power",gutenberg,https://www.gutenberg.org/ebooks/13529.epub3.images,https://www.gutenberg.org/ebooks/13529.epub3.images
history_bio,52286,The Colleges of Oxford: Their History and Traditions: XXI Chapters Contributed by Members of the Colleges,Unknown,en,4944,University of Oxford -- History,gutenberg,https://www.gutenberg.org/ebooks/52286.epub3.images,https://www.gutenberg.org/ebooks/52286.epub3.images
history_bio,2376,Up from Slavery: An Autobiography,"Washington, Booker T.",en,4889,"African Americans -- Biography; Educators -- United States -- Biography; Tuskegee Institute; Washington, Booker T., 1856-1915",gutenberg,https://www.gutenberg.org/ebooks/2376.epub3.images,https://www.gutenberg.org/ebooks/2376.epub3.images
history_bio,19725,"The History of Rome, Books 01 to 08",Livy,en,4815,Rome -- History,gutenberg,https://www.gutenberg.org/ebooks/19725.epub3.images,https://www.gutenberg.org/ebooks/19725.epub3.images
history_bio,2388,"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata): Being a discourse between Arjuna, Prince of India, and the Supreme Being under the form of Krishna",Unknown,en,4712,Epic poetry; Hinduism -- Sacred books; Sanskrit poetry -- Translations into English,gutenberg,https://www.gutenberg.org/ebooks/2388.epub3.images,https://www.gutenberg.org/ebooks/2388.epub3.images
history_bio,59563,"A Military Dictionary and Gazetteer: Comprising ancient and modern military technical terms, historical accounts of all North American Indians, as well as ancient warlike tribes; also notices of battles from the earliest period to the present time, with a concise explanation of terms used in heraldry and the offices thereof. The work also gives valuable geographical information. Compiled from the best authorities of all nations. With an appendix containing the Articles of war, etc.","Wilhelm, Thomas",en,4692,English language -- Terms and phrases; Military art and science -- Dictionaries; Military biography; Naval art and science -- Dictionaries; Naval biography,gutenberg,https://www.gutenberg.org/ebooks/59563.epub3.images,https://www.gutenberg.org/ebooks/59563.epub3.images
history_bio,41625,"Curious Facts in the History of Insects; Including Spiders and Scorpions.: A Complete Collection of the Legends, Superstitions, Beliefs, and Ominous Signs Connected with Insects; Together with Their Uses in Medicine, Art, and as Food; and a Summary of Their Remarkable Injuries and Appearances.","Cowan, Frank",en,4594,Insects,gutenberg,https://www.gutenberg.org/ebooks/41625.epub3.images,https://www.gutenberg.org/ebooks/41625.epub3.images
history_bio,49038,The Underground Railroad from Slavery to Freedom: A comprehensive history,"Siebert, Wilbur Henry",en,4494,Fugitive slaves -- United States; Underground Railroad,gutenberg,https://www.gutenberg.org/ebooks/49038.epub3.images,https://www.gutenberg.org/ebooks/49038.epub3.images
history_bio,62250,"History, Gazetteer, and Directory of Shropshire [1851]","Bagshaw, Samuel",en,4478,Shropshire (England) -- Directories; Shropshire (England) -- Gazetteers; Shropshire (England) -- History,gutenberg,https://www.gutenberg.org/ebooks/62250.epub3.images,https://www.gutenberg.org/ebooks/62250.epub3.images
history_bio,44112,"Argentina, Legend and History","Blasco Ibáñez, Vicente, Bunge, Carlos O. (Carlos Octavio), López, Lucio Vicente, Sarmiento, Domingo Faustino, Mitre, Bartolomé, Drago, Luis María, Gorriti, Juana Manuela, Goyena, Pedro, Gutiérrez, Juan María, Lacasa, Pedro, López, Vicente Fidel, López y Planes, Vicente, Sastre, Marcos","en,es",4377,Argentina; Argentina -- History; Spanish language -- Readers,gutenberg,https://www.gutenberg.org/ebooks/44112.epub3.images,https://www.gutenberg.org/ebooks/44112.epub3.images
history_bio,45645,Japan: From the Japanese Government History,Unknown,en,4284,Japan -- Civilization; Japan -- History,gutenberg,https://www.gutenberg.org/ebooks/45645.epub3.images,https://www.gutenberg.org/ebooks/45645.epub3.images
history_bio,1349,Russia,"Wallace, Donald Mackenzie",en,4278,Industries -- Russia -- History -- 19th century; Nobility -- Russia; Peasants -- Russia; Russia -- Politics and government -- 1801-1917; Russia -- Religious life and customs,gutenberg,https://www.gutenberg.org/ebooks/1349.epub3.images,https://www.gutenberg.org/ebooks/1349.epub3.images
history_bio,55771,A History of Spanish Literature,"Fitzmaurice-Kelly, James",en,4219,Spanish literature -- History and criticism,gutenberg,https://www.gutenberg.org/ebooks/55771.epub3.images,https://www.gutenberg.org/ebooks/55771.epub3.images
history_bio,23997,Eugene Oneguine [Onegin]: A Romance of Russian Life in Verse,"Pushkin, Aleksandr Sergeevich",en,4172,Novels in verse; Russia -- Social life and customs -- Fiction,gutenberg,https://www.gutenberg.org/ebooks/23997.epub3.images,https://www.gutenberg.org/ebooks/23997.epub3.images
history_bio,41687,How France Built Her Cathedrals: A Study in the Twelfth and Thirteenth Centuries,"O'Reilly, Elizabeth Boyle",en,4108,"Architecture, Gothic; Cathedrals -- France",gutenberg,https://www.gutenberg.org/ebooks/41687.epub3.images,https://www.gutenberg.org/ebooks/41687.epub3.images
history_bio,39308,Walks in Rome,"Hare, Augustus J. C. (Augustus John Cuthbert)",en,4026,Rome (Italy) -- Description and travel,gutenberg,https://www.gutenberg.org/ebooks/39308.epub3.images,https://www.gutenberg.org/ebooks/39308.epub3.images
history_bio,59843,"The Palace and Park: Its Natural History, and Its Portrait Gallery, Together with a Description of the Pompeian Court","Latham, R. G. (Robert Gordon), Phillips, Samuel, Forbes, Edward, Owen, Richard, Scharf, George, Shenton, F. K. J. (Francis Kingston John)",en,4005,"Crystal Palace (Sydenham, London, England)",gutenberg,https://www.gutenberg.org/ebooks/59843.epub3.images,https://www.gutenberg.org/ebooks/59843.epub3.images
history_bio,146,A Little Princess: Being the whole story of Sara Crewe now told for the first time,"Burnett, Frances Hodgson",en,3958,Boarding schools -- Juvenile fiction; Girls -- Juvenile fiction; London (England) -- Juvenile fiction; Orphans -- Juvenile fiction; Schools -- Juvenile fiction,gutenberg,https://www.gutenberg.org/ebooks/146.epub3.images,https://www.gutenberg.org/ebooks/146.epub3.images
history_bio,1091,"On Heroes, Hero-Worship, and the Heroic in History","Carlyle, Thomas",en,3884,Hero worship; Heroes,gutenberg,https://www.gutenberg.org/ebooks/1091.epub3.images,https://www.gutenberg.org/ebooks/1091.epub3.images
history_bio,38485,"Ancient Pagan and Modern Christian Symbolism: With an Essay on Baal Worship, on the Assyrian Sacred ""Grove,"" and Other Allied Symbols","Inman, Thomas, Newton, John, M.R.C.S.E.",en,3861,Christian art and symbolism; Symbolism,gutenberg,https://www.gutenberg.org/ebooks/38485.epub3.images,https://www.gutenberg.org/ebooks/38485.epub3.images
history_bio,32066,"The Fundamental Principles of Old and New World Civilizations: A Comparative Research Based on a Study of the Ancient Mexican Religious, Sociological, and Calendrical Systems","Nuttall, Zelia",en,3744,Calendar; Calendar -- Mexico; Civilization -- History; Mayas -- Antiquities; Mythology; Swastikas,gutenberg,https://www.gutenberg.org/ebooks/32066.epub3.images,https://www.gutenberg.org/ebooks/32066.epub3.images
history_bio,57374,"Annals and Antiquities of Rajasthan, v. 1 of 3: or the Central and Western Rajput States of India","Tod, James",en,3710,Rajasthan (India) -- History; Rajput (Indic people) -- History,gutenberg,https://www.gutenberg.org/ebooks/57374.epub3.images,https://www.gutenberg.org/ebooks/57374.epub3.images
history_bio,38269,A History of the Philippines,"Barrows, David P.",en,3653,Philippines -- History,gutenberg,https://www.gutenberg.org/ebooks/38269.epub3.images,https://www.gutenberg.org/ebooks/38269.epub3.images
history_bio,42220,History of Linn County Iowa: From Its Earliest Settlement to the Present Time [1911],"Brewer, Luther Albertus, Wick, Barthinius L. (Barthinius Larson)",en,3634,"Linn County (Iowa) -- Biography; Linn County (Iowa) -- History; Registers of births, etc. -- Iowa -- Linn County",gutenberg,https://www.gutenberg.org/ebooks/42220.epub3.images,https://www.gutenberg.org/ebooks/42220.epub3.images
history_bio,45368,The Outline of History: Being a Plain History of Life and Mankind,"Wells, H. G. (Herbert George)",en,3631,World history,gutenberg,https://www.gutenberg.org/ebooks/45368.epub3.images,https://www.gutenberg.org/ebooks/45368.epub3.images
history_bio,70419,History of Christian names,"Yonge, Charlotte M. (Charlotte Mary)",en,3522,"Names, Personal",gutenberg,https://www.gutenberg.org/ebooks/70419.epub3.images,https://www.gutenberg.org/ebooks/70419.epub3.images
history_bio,3922,The Red Lily — Complete,"France, Anatole",en,3356,France -- Fiction; French fiction -- Translations into English; Italy -- Fiction; Man-woman relationships -- Fiction,gutenberg,https://www.gutenberg.org/ebooks/3922.epub3.images,https://www.gutenberg.org/ebooks/3922.epub3.images
history_bio,55593,"Travels in Peru and India: While Superintending the Collection of Chinchona Plants and Seeds in South America, and Their Introduction into India.","Markham, Clements R. (Clements Robert), Sir",en,3354,Cinchona; India -- Description and travel; Peru -- Description and travel,gutenberg,https://www.gutenberg.org/ebooks/55593.epub3.images,https://www.gutenberg.org/ebooks/55593.epub3.images
history_bio,28780,Peter the Brazen: A Mystery Story of Modern China,"Worts, George F. (George Frank)",en,3340,China -- Fiction; Detective and mystery stories,gutenberg,https://www.gutenberg.org/ebooks/28780.epub3.images,https://www.gutenberg.org/ebooks/28780.epub3.images
history_bio,58529,"Hobson-Jobson: A Glossary of Colloquial Anglo-Indian Words and Phrases, and of Kindred Terms, Etymological, Historical, Geographical and Discursive","Yule, Henry, Sir, Burnell, A. C. (Arthur Coke)",en,3336,English language -- Foreign words and phrases -- Indic -- Dictionaries; English language -- India -- Dictionaries; English language -- India -- Etymology -- Dictionaries; India -- Civilization -- Dictionaries; India -- Languages -- Influence on English -- Dictionaries,gutenberg,https://www.gutenberg.org/ebooks/58529.epub3.images,https://www.gutenberg.org/ebooks/58529.epub3.images
history_bio,50307,Fifteen sonnets of Petrarch,"Petrarca, Francesco",en,3306,"Italian poetry -- To 1400 -- Translations into English; Petrarca, Francesco, 1304-1374 -- Translations into English",gutenberg,https://www.gutenberg.org/ebooks/50307.epub3.images,https://www.gutenberg.org/ebooks/50307.epub3.images
history_bio,27889,"Familiar Quotations: A Collection of Passages, Phrases, and Proverbs Traced to; Their Sources in Ancient and Modern Literature",Unknown,en,3193,Quotations,gutenberg,https://www.gutenberg.org/ebooks/27889.epub3.images,https://www.gutenberg.org/ebooks/27889.epub3.images
history_bio,12549,Recollections of a Long Life: An Autobiography,"Cuyler, Theodore L. (Theodore Ledyard)",en,3092,"Clergy -- United States -- Biography; Cuyler, Theodore L. (Theodore Ledyard), 1822-1909",gutenberg,https://www.gutenberg.org/ebooks/12549.epub3.images,https://www.gutenberg.org/ebooks/12549.epub3.images
history_bio,10940,"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","Jacob, P. L.",en,3058,Clothing and dress; Manners and customs; Middle Ages; Renaissance,gutenberg,https://www.gutenberg.org/ebooks/10940.epub3.images,https://www.gutenberg.org/ebooks/10940.epub3.images
history_bio,57375,"Annals and Antiquities of Rajasthan, v. 2 of 3: or the Central and Western Rajput States of India","Tod, James",en,3041,Rajasthan (India) -- History; Rajput (Indic people) -- History,gutenberg,https://www.gutenberg.org/ebooks/57375.epub3.images,https://www.gutenberg.org/ebooks/57375.epub3.images
history_bio,16464,The Ancient Irish Epic Tale Táin Bó Cúalnge,Unknown,en,2915,"Mythology, Celtic -- Ireland",gutenberg,https://www.gutenberg.org/ebooks/16464.epub3.images,https://www.gutenberg.org/ebooks/16464.epub3.images
history_bio,15250,Myths and Legends of China,"Werner, E. T. C. (Edward Theodore Chalmers)",en,2908,"Legends -- China; Mythology, Chinese; Tales -- China",gutenberg,https://www.gutenberg.org/ebooks/15250.epub3.images,https://www.gutenberg.org/ebooks/15250.epub3.images
history_bio,18893,"Sketches and Studies in Italy and Greece, Complete: Series I, II, and III","Symonds, John Addington",en,2844,Greece -- Description and travel; Italy -- Description and travel,gutenberg,https://www.gutenberg.org/ebooks/18893.epub3.images,https://www.gutenberg.org/ebooks/18893.epub3.images
history_bio,19447,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,"Pike, Albert",en,2833,Freemasons,gutenberg,https://www.gutenberg.org/ebooks/19447.epub3.images,https://www.gutenberg.org/ebooks/19447.epub3.images
history_bio,14209,The Kybalion: A Study of The Hermetic Philosophy of Ancient Egypt and Greece,Three Initiates,en,2784,Hermetism; Occultism,gutenberg,https://www.gutenberg.org/ebooks/14209.epub3.images,https://www.gutenberg.org/ebooks/14209.epub3.images
history_bio,46953,"A History of Champagne, with Notes on the Other Sparkling Wines of France","Vizetelly, Henry",en,2744,Champagne (Wine) -- History; Wine and wine making -- France,gutenberg,https://www.gutenberg.org/ebooks/46953.epub3.images,https://www.gutenberg.org/ebooks/46953.epub3.images
history_bio,14194,France in the Nineteenth Century,"Latimer, Elizabeth Wormeley",en,2729,France -- History -- 1789-1900,gutenberg,https://www.gutenberg.org/ebooks/14194.epub3.images,https://www.gutenberg.org/ebooks/14194.epub3.images
history_bio,960,"The Tin Woodman of Oz: A Faithful Story of the Astonishing Adventure Undertaken by the Tin Woodman, Assisted by Woot the Wanderer, the Scarecrow of Oz, and Polychrome, the Rainbow's Daughter","Baum, L. Frank (Lyman Frank)",en,2704,"Boys -- Juvenile fiction; Fantasy literature; Gale, Dorothy (Fictitious character) -- Juvenile fiction; Good and evil -- Juvenile fiction; Love -- Juvenile fiction; Magic -- Juvenile fiction; Oz (Imaginary place) -- Juvenile fiction; Princess Ozma (Fictitious character) -- Juvenile fiction; Scarecrow (Fictitious character from Baum) -- Juvenile fiction; Soldiers -- Juvenile fiction; Tin Woodman (Fictitious character) -- Juvenile fiction; Witches -- Juvenile fiction",gutenberg,https://www.gutenberg.org/ebooks/960.epub3.images,https://www.gutenberg.org/ebooks/960.epub3.images
history_bio,3335,Theodore Roosevelt: An Autobiography,"Roosevelt, Theodore",en,2670,"Presidents -- United States -- Biography; Roosevelt, Theodore, 1858-1919",gutenberg,https://www.gutenberg.org/ebooks/3335.epub3.images,https://www.gutenberg.org/ebooks/3335.epub3.images
history_bio,22542,Jesus the Christ: A Study of the Messiah and His Mission According to Holy; Scriptures Both Ancient and Modern,"Talmage, James E. (James Edward)",en,2644,Christian biography -- Palestine; Jesus Christ -- Biography; Jesus Christ -- Mormon interpretations,gutenberg,https://www.gutenberg.org/ebooks/22542.epub3.images,https://www.gutenberg.org/ebooks/22542.epub3.images
history_bio,57376,"Annals and Antiquities of Rajasthan, v. 3 of 3: or the Central and Western Rajput States of India","Tod, James",en,2602,Rajasthan (India) -- History; Rajput (Indic people) -- History,gutenberg,https://www.gutenberg.org/ebooks/57376.epub3.images,https://www.gutenberg.org/ebooks/57376.epub3.images
